,insectno,waveform,dur,tbf,labels,probes
13244,d13,B,4.35,8610.27,,
13245,d13,C,2.34,8612.61,,
13246,d13,D,5.64,8618.25,,
13247,d13,B,10.2,8628.45,,
13248,d13,C,6.99,8635.44,,
13249,d13,D,90.15,8725.59,,
13250,d13,C,1.17,8726.76,,
13251,d13,F2,3.78,8730.54,,
13252,d13,B,8.55,8739.09,,
13253,d13,C,3.63,8742.72,,
13254,d13,D,14.46,8757.18,,
13255,d13,DG,85.5,8842.68,,
13256,d13,B,4.86,8847.54,,
13257,d13,D,307.35,9154.89,,
13258,d13,B,1.86,9156.75,,
13259,d13,F2,5.91,9162.66,,
13260,d13,F3,1.02,9163.68,,
13261,d13,B4,4.05,9167.73,,
13262,d13,B,4.5,9172.23,,
13263,d13,D,295.83,9468.06,,
13264,d13,C,3.9,9471.96,,
13265,d13,D,68.46,9540.42,,
13266,d13,C,2.82,9543.24,,
13267,d13,D,88.59,9631.83,,
13268,d13,P,1.65,9633.48,,
13269,d13,Z,127.11,9760.59,,
13270,d13,P,24.69,9785.28,,
13271,d13,B2,1.65,9786.93,,
13272,d13,P,30.24,9817.17,,
13273,d13,C,5.91,9823.08,,
13274,d13,D,47.61,9870.69,,
13275,d13,F1,0.9,9871.59,,
13276,d13,F2,2.91,9874.5,,
13277,d13,B,3.24,9877.74,,
13278,d13,C,2.01,9879.75,,
13279,d13,D,46.71,9926.46,,
13280,d13,F2,2.52,9928.98,,
13281,d13,B,6.9,9935.88,,
13282,d13,C,2.49,9938.37,,
13283,d13,D,67.2,10005.57,,
13284,d13,F1,4.2,10009.77,,
13285,d13,F2,3.42,10013.19,,
13286,d13,F3,2.58,10015.77,,
13287,d13,F4,4.62,10020.39,,
13288,d13,P,6.84,10027.23,,
13289,d13,C,2.52,10029.75,,
13290,d13,D,155.85,10185.6,,
13291,d13,C,2.01,10187.61,,
13292,d13,D,72.0,10259.61,,
13293,d13,C,1.17,10260.78,,
13294,d13,D,6.93,10267.71,,
13295,d13,F2,3.06,10270.77,,
13296,d13,B,6.99,10277.76,,
13297,d13,C,0.72,10278.48,,
13298,d13,B,0.6,10279.08,,
13299,d13,C,0.66,10279.74,,
13300,d13,B,3.21,10282.95,,
13301,d13,C,2.16,10285.11,,
13302,d13,D,1905.42,12190.53,,
13303,d13,P,2.19,12192.72,,
13304,d13,Z,98.85,12291.57,,
13305,d13,P,5.55,12297.12,,
13306,d13,C,5.94,12303.06,,
13307,d13,D,36.27,12339.33,,
13308,d13,P,2.64,12341.97,,
13309,d13,Z,1336.17,13678.14,,
13310,d13,P,9.57,13687.71,,
13311,d13,C,6.87,13694.58,,
13312,d13,D,5.1,13699.68,,
13313,d13,C,1.86,13701.54,,
13314,d13,B,1.89,13703.43,,
13315,d13,C,3.99,13707.42,,
13316,d13,D,130.32,13837.74,,
13317,d13,C,3.03,13840.77,,
13318,d13,D,193.11,14033.88,,
13319,d13,C,2.13,14036.01,,
13320,d13,D,93.96,14129.97,,
13321,d13,C,1.83,14131.8,,
13322,d13,D,373.5,14505.3,,
13323,d13,C,2.13,14507.43,,
13324,d13,D,186.81,14694.24,,
13325,d13,C,1.44,14695.68,,
13326,d13,D,49.74,14745.42,,
13327,d13,C,1.44,14746.86,,
13328,d13,B,37.95,14784.81,,
13329,d13,D,1.71,14786.52,,
13330,d13,P,1.86,14788.38,,
13331,d13,Z,13753.08,28541.46,,
13332,d13,P,31.8,28573.26,,
13333,d13,B2,1.92,28575.18,,
13334,d13,P,46.89,28622.07,,
13335,d13,B2,5.19,28627.26,,
13336,d13,P,30.0,28657.26,,
13337,d13,Z,1508.43,30165.69,,
13338,d13,P,22.08,30187.77,,
13339,d13,B2,5.55,30193.32,,
13340,d13,P,18.54,30211.86,,
13341,d13,B2,4.26,30216.12,,
13342,d13,P,72.45,30288.57,,
13343,d13,B2,6.24,30294.81,,
13344,d13,P,25.32,30320.13,,
13345,d13,B2,3.0,30323.13,,
13346,d13,P,10.95,30334.08,,
13347,d13,Z,582.78,30916.86,,
13348,d13,P,24.21,30941.07,,
13349,d13,B2,3.75,30944.82,,
13350,d13,P,25.26,30970.08,,
13351,d13,Z,1226.79,32196.87,,
13352,d13,P,45.0,32241.87,,
13353,d13,C,10.11,32251.98,,
13354,d13,B,1.47,32253.45,,
13355,d13,D,3.39,32256.84,,
13356,d13,B,0.36,32257.2,,
13357,d13,F2,1.92,32259.12,,
13358,d13,B,1.41,32260.53,,
13359,d13,C,5.46,32265.99,,
13360,d13,D,64.71,32330.7,,
13361,d13,F2,2.91,32333.61,,
13362,d13,B,5.19,32338.8,,
13363,d13,C,1.23,32340.03,,
13364,d13,D,79.02,32419.05,,
13365,d13,F1,4.77,32423.82,,
13366,d13,F2,5.16,32428.98,,
13367,d13,F3,0.81,32429.79,,
13368,d13,F4,3.45,32433.24,,
13369,d13,B,6.27,32439.51,,
13370,d13,C,0.9,32440.41,,
13371,d13,D,0.81,32441.22,,
13372,d13,B,1.2,32442.42,,
13373,d13,C,1.38,32443.8,,
13374,d13,B,2.19,32445.99,,
13375,d13,C,1.56,32447.55,,
13376,d13,D,24.57,32472.12,,
13377,d13,B,1.02,32473.14,,
13378,d13,C,0.6,32473.74,,
13379,d13,D,16.08,32489.82,,
13380,d13,F2,2.88,32492.7,,
13381,d13,B,1.44,32494.14,,
13382,d13,C,1.5,32495.64,,
13383,d13,B,132.96,32628.6,,
13384,d13,F2,3.24,32631.84,,
13385,d13,B,0.9,32632.74,,
13386,d13,C,2.79,32635.53,,
13387,d13,D,156.56,32792.09,,
13388,d13,B,0.78,32792.87,,
13389,d13,F1,0.6,32793.47,,
13390,d13,B,0.81,32794.28,,
13391,d13,F1,0.75,32795.03,,
13392,d13,B,0.45,32795.48,,
13393,d13,F2,2.94,32798.42,,
13394,d13,F3,2.67,32801.09,,
13395,d13,F4,4.68,32805.77,,
13396,d13,B,10.77,32816.54,,
13397,d13,C,2.7,32819.24,,
13398,d13,D,13.11,32832.35,,
13399,d13,C,1.05,32833.4,,
13400,d13,D,440.52,33273.92,,
13401,d13,F2,2.55,33276.47,,
13402,d13,B,1.41,33277.88,,
13403,d13,C,0.66,33278.54,,
13404,d13,D,711.06,33989.6,,
13405,d13,F2,2.61,33992.21,,
13406,d13,B,2.07,33994.28,,
13407,d13,C,1.53,33995.81,,
13408,d13,D,18.39,34014.2,,
13409,d13,C,3.3,34017.5,,
13410,d13,D,1394.64,35412.14,,
13411,d13,F2,3.3,35415.44,,
13412,d13,B,0.51,35415.95,,
13413,d13,C,0.51,35416.46,,
13414,d13,D,584.33,36000.79,,
13415,d14,N,191.13,191.13,,
13416,d14,P,36.39,227.52,,
13417,d14,B2,4.53,232.05,,
13418,d14,P,14.76,246.81,,
13419,d14,C,5.88,252.69,,
13420,d14,D,1.86,254.55,,
13421,d14,C,20.55,275.1,,
13422,d14,D,4.59,279.69,,
13423,d14,C,11.64,291.33,,
13424,d14,D,45.93,337.26,,
13425,d14,F2,1.5,338.76,,
13426,d14,P,2621.7,2960.46,,
13427,d14,B,4.02,2964.48,,
13428,d14,P,22.08,2986.56,,
13429,d14,B2,6.63,2993.19,,
13430,d14,P,21.33,3014.52,,
13431,d14,C,4.65,3019.17,,
13432,d14,D,2.22,3021.39,,
13433,d14,C,12.51,3033.9,,
13434,d14,D,9.75,3043.65,,
13435,d14,F2,2.64,3046.29,,
13436,d14,B,3.36,3049.65,,
13437,d14,C,2.46,3052.11,,
13438,d14,D,29.07,3081.18,,
13439,d14,F2,2.28,3083.46,,
13440,d14,B,1.44,3084.9,,
13441,d14,C,1.95,3086.85,,
13442,d14,D,115.77,3202.62,,
13443,d14,F2,2.88,3205.5,,
13444,d14,B,5.52,3211.02,,
13445,d14,C,3.48,3214.5,,
13446,d14,D,1.23,3215.73,,
13447,d14,B,4.02,3219.75,,
13448,d14,D,68.1,3287.85,,
13449,d14,DG,103.26,3391.11,,
13450,d14,F2,3.36,3394.47,,
13451,d14,G,276.36,3670.83,,
13452,d14,C,5.16,3675.99,,
13453,d14,DG,173.55,3849.54,,
13454,d14,P,5.61,3855.15,,
13455,d14,Z,3808.44,7663.59,,
13456,d14,B,21.03,7684.62,,
13457,d14,C,5.31,7689.93,,
13458,d14,D,27.96,7717.89,,
13459,d14,B,5.34,7723.23,,
13460,d14,D,9.84,7733.07,,
13461,d14,P,40.8,7773.87,,
13462,d14,C,2.67,7776.54,,
13463,d14,B,2.73,7779.27,,
13464,d14,D,104.91,7884.18,,
13465,d14,F1,3.06,7887.24,,
13466,d14,F2,6.21,7893.45,,
13467,d14,F3,8.37,7901.82,,
13468,d14,F4,6.0,7907.82,,
13469,d14,B,8.01,7915.83,,
13470,d14,C,2.55,7918.38,,
13471,d14,D,5.4,7923.78,,
13472,d14,B,10.05,7933.83,,
13473,d14,C,1.11,7934.94,,
13474,d14,B,3.06,7938.0,,
13475,d14,C,1.47,7939.47,,
13476,d14,B,11.43,7950.9,,
13477,d14,C,3.27,7954.17,,
13478,d14,D,100.14,8054.31,,
13479,d14,F2,3.45,8057.76,,
13480,d14,B,3.0,8060.76,,
13481,d14,C,0.81,8061.57,,
13482,d14,D,2.4,8063.97,,
13483,d14,F2,2.22,8066.19,,
13484,d14,B,5.07,8071.26,,
13485,d14,F2,1.14,8072.4,,
13486,d14,B,13.08,8085.48,,
13487,d14,C,0.96,8086.44,,
13488,d14,B,9.93,8096.37,,
13489,d14,D,252.78,8349.15,,
13490,d14,P,1.56,8350.71,,
13491,d14,Z,17.88,8368.59,,
13492,d14,P,51.75,8420.34,,
13493,d14,B2,5.31,8425.65,,
13494,d14,B,23.34,8448.99,,
13495,d14,C,4.71,8453.7,,
13496,d14,D,1.68,8455.38,,
13497,d14,B,1.89,8457.27,,
13498,d14,C,1.08,8458.35,,
13499,d14,D,6.06,8464.41,,
13500,d14,C,1.26,8465.67,,
13501,d14,D,33.87,8499.54,,
13502,d14,F1,3.39,8502.93,,
13503,d14,F2,4.47,8507.4,,
13504,d14,P,21.21,8528.61,,
13505,d14,D,4.8,8533.41,,
13506,d14,B,2.7,8536.11,,
13507,d14,C,2.55,8538.66,,
13508,d14,D,5.1,8543.76,,
13509,d14,F1,3.72,8547.48,,
13510,d14,B,1.14,8548.62,,
13511,d14,C,0.9,8549.52,,
13512,d14,D,2.34,8551.86,,
13513,d14,FB,1.32,8553.18,,
13514,d14,C,3.15,8556.33,,
13515,d14,D,73.26,8629.59,,
13516,d14,B,0.99,8630.58,,
13517,d14,C,2.37,8632.95,,
13518,d14,D,41.52,8674.47,,
13519,d14,F1,0.6,8675.07,,
13520,d14,F2,1.86,8676.93,,
13521,d14,FB,3.45,8680.38,,
13522,d14,C,2.07,8682.45,,
13523,d14,B,3.42,8685.87,,
13524,d14,C,3.27,8689.14,,
13525,d14,F2,2.64,8691.78,,
13526,d14,B,3.93,8695.71,,
13527,d14,C,2.37,8698.08,,
13528,d14,F2,2.43,8700.51,,
13529,d14,B,4.47,8704.98,,
13530,d14,C,2.01,8706.99,,
13531,d14,D,148.86,8855.85,,
13532,d14,F1,0.48,8856.33,,
13533,d14,F2,2.76,8859.09,,
13534,d14,B,2.13,8861.22,,
13535,d14,C,1.17,8862.39,,
13536,d14,FB,1.11,8863.5,,
13537,d14,C,1.29,8864.79,,
13538,d14,D,4.26,8869.05,,
13539,d14,B,1.2,8870.25,,
13540,d14,C,2.25,8872.5,,
13541,d14,D,111.84,8984.34,,
13542,d14,F1,0.72,8985.06,,
13543,d14,B,0.39,8985.45,,
13544,d14,F2,0.51,8985.96,,
13545,d14,F3,3.09,8989.05,,
13546,d14,F4,5.64,8994.69,,
13547,d14,B,1.62,8996.31,,
13548,d14,FB,7.74,9004.05,,
13549,d14,C,1.2,9005.25,,
13550,d14,D,69.96,9075.21,,
13551,d14,F2,1.83,9077.04,,
13552,d14,B,1.17,9078.21,,
13553,d14,C,0.78,9078.99,,
13554,d14,D,114.99,9193.98,,
13555,d14,F2,3.63,9197.61,,
13556,d14,B,1.41,9199.02,,
13557,d14,D,23.19,9222.21,,
13558,d14,C,1.56,9223.77,,
13559,d14,B,4.62,9228.39,,
13560,d14,C,2.1,9230.49,,
13561,d14,DG,11.04,9241.53,,
13562,d14,B,4.74,9246.27,,
13563,d14,C,2.94,9249.21,,
13564,d14,P,11.52,9260.73,,
13565,d14,Z,26739.27,36000.0,,
13566,d15,N,201.96,201.96,,
13567,d15,P,59.16,261.12,,
13568,d15,D,29.76,290.88,,
13569,d15,F2,2.73,293.61,,
13570,d15,B,4.47,298.08,,
13571,d15,C,2.13,300.21,,
13572,d15,D,29.31,329.52,,
13573,d15,B,2.28,331.8,,
13574,d15,C,2.61,334.41,,
13575,d15,D,28.59,363.0,,
13576,d15,F2,3.27,366.27,,
13577,d15,B,15.48,381.75,,
13578,d15,C,3.72,385.47,,
13579,d15,D,318.99,704.46,,
13580,d15,F2,2.55,707.01,,
13581,d15,B,2.58,709.59,,
13582,d15,C,0.78,710.37,,
13583,d15,D,23.28,733.65,,
13584,d15,C,1.29,734.94,,
13585,d15,P,1.71,736.65,,
13586,d15,Z,131.88,868.53,,
13587,d15,P,33.48,902.01,,
13588,d15,B2,3.96,905.97,,
13589,d15,P,19.59,925.56,,
13590,d15,B,2.19,927.75,,
13591,d15,C,6.78,934.53,,
13592,d15,D,1.83,936.36,,
13593,d15,FB,3.0,939.36,,
13594,d15,P,3.3,942.66,,
13595,d15,B2,3.69,946.35,,
13596,d15,P,39.42,985.77,,
13597,d15,Z,10.83,996.6,,
13598,d15,P,15.18,1011.78,,
13599,d15,B2,2.94,1014.72,,
13600,d15,P,9.09,1023.81,,
13601,d15,B,8.94,1032.75,,
13602,d15,C,0.54,1033.29,,
13603,d15,B,6.9,1040.19,,
13604,d15,D,10.68,1050.87,,
13605,d15,C,4.23,1055.1,,
13606,d15,D,35.28,1090.38,,
13607,d15,B,5.91,1096.29,,
13608,d15,C,1.44,1097.73,,
13609,d15,D,12.9,1110.63,,
13610,d15,B,13.92,1124.55,,
13611,d15,D,3.45,1128.0,,
13612,d15,B,7.35,1135.35,,
13613,d15,C,3.27,1138.62,,
13614,d15,B,9.42,1148.04,,
13615,d15,C,1.62,1149.66,,
13616,d15,P,12.15,1161.81,,
13617,d15,Z,32961.81,34123.62,,
13618,d15,P,15.93,34139.55,,
13619,d15,B2,4.74,34144.29,,
13620,d15,P,1.59,34145.88,,
13621,d15,B2,2.61,34148.49,,
13622,d15,P,14.13,34162.62,,
13623,d15,B2,4.5,34167.12,,
13624,d15,P,25.8,34192.92,,
13625,d15,B2,5.28,34198.2,,
13626,d15,P,35.1,34233.3,,
13627,d15,C,12.21,34245.51,,
13628,d15,D,39.45,34284.96,,
13629,d15,F2,3.6,34288.56,,
13630,d15,B,3.48,34292.04,,
13631,d15,C,3.45,34295.49,,
13632,d15,D,12.03,34307.52,,
13633,d15,B,14.85,34322.37,,
13634,d15,C,5.37,34327.74,,
13635,d15,D,42.99,34370.73,,
13636,d15,F2,4.38,34375.11,,
13637,d15,B,4.26,34379.37,,
13638,d15,C,2.4,34381.77,,
13639,d15,D,1.02,34382.79,,
13640,d15,C,2.37,34385.16,,
13641,d15,D,20.79,34405.95,,
13642,d15,F2,3.33,34409.28,,
13643,d15,B,2.64,34411.92,,
13644,d15,C,0.6,34412.52,,
13645,d15,B,1.26,34413.78,,
13646,d15,C,2.13,34415.91,,
13647,d15,D,30.99,34446.9,,
13648,d15,F2,2.67,34449.57,,
13649,d15,B,2.85,34452.42,,
13650,d15,C,2.25,34454.67,,
13651,d15,D,2.97,34457.64,,
13652,d15,C,1.5,34459.14,,
13653,d15,D,42.24,34501.38,,
13654,d15,F2,3.6,34504.98,,
13655,d15,B,2.25,34507.23,,
13656,d15,C,0.75,34507.98,,
13657,d15,D,41.19,34549.17,,
13658,d15,B,0.87,34550.04,,
13659,d15,F2,1.77,34551.81,,
13660,d15,B,1.92,34553.73,,
13661,d15,C,1.32,34555.05,,
13662,d15,D,45.78,34600.83,,
13663,d15,C,3.09,34603.92,,
13664,d15,D,31.56,34635.48,,
13665,d15,F1,1.05,34636.53,,
13666,d15,F2,8.19,34644.72,,
13667,d15,P,17.46,34662.18,,
13668,d15,C,1.53,34663.71,,
13669,d15,D,38.28,34701.99,,
13670,d15,F2,1.59,34703.58,,
13671,d15,C,5.1,34708.68,,
13672,d15,D,50.1,34758.78,,
13673,d15,F2,3.72,34762.5,,
13674,d15,B,2.22,34764.72,,
13675,d15,C,3.54,34768.26,,
13676,d15,D,40.86,34809.12,,
13677,d15,C,1.71,34810.83,,
13678,d15,F2,2.34,34813.17,,
13679,d15,B,2.49,34815.66,,
13680,d15,C,0.75,34816.41,,
13681,d15,D,26.04,34842.45,,
13682,d15,C,2.58,34845.03,,
13683,d15,D,23.67,34868.7,,
13684,d15,B,5.31,34874.01,,
13685,d15,C,1.41,34875.42,,
13686,d15,D,25.8,34901.22,,
13687,d15,C,8.19,34909.41,,
13688,d15,D,5.79,34915.2,,
13689,d15,C,3.69,34918.89,,
13690,d15,DG,27.21,34946.1,,
13691,d15,C,3.03,34949.13,,
13692,d15,D,6.75,34955.88,,
13693,d15,DG,378.84,35334.72,,
13694,d15,G,665.31,36000.03,,
13695,d16,Z,263.97,263.97,,
13696,d16,P,23.49,287.46,,
13697,d16,B2,4.32,291.78,,
13698,d16,P,14.31,306.09,,
13699,d16,Z,28.2,334.29,,
13700,d16,P,19.32,353.61,,
13701,d16,B2,3.99,357.6,,
13702,d16,P,6.18,363.78,,
13703,d16,C,4.92,368.7,,
13704,d16,D,3.66,372.36,,
13705,d16,B,1.26,373.62,,
13706,d16,F2,2.97,376.59,,
13707,d16,B,3.72,380.31,,
13708,d16,C,3.3,383.61,,
13709,d16,D,114.03,497.64,,
13710,d16,F2,3.87,501.51,,
13711,d16,B,4.65,506.16,,
13712,d16,C,3.39,509.55,,
13713,d16,D,6.84,516.39,,
13714,d16,C,3.36,519.75,,
13715,d16,B,2.07,521.82,,
13716,d16,C,1.41,523.23,,
13717,d16,B,1.23,524.46,,
13718,d16,F2,1.98,526.44,,
13719,d16,B,15.42,541.86,,
13720,d16,C,2.7,544.56,,
13721,d16,D,2.91,547.47,,
13722,d16,B,3.78,551.25,,
13723,d16,D,11.82,563.07,,
13724,d16,B,4.05,567.12,,
13725,d16,C,4.74,571.86,,
13726,d16,D,141.72,713.58,,
13727,d16,B,3.39,716.97,,
13728,d16,F2,1.83,718.8,,
13729,d16,B,4.35,723.15,,
13730,d16,C,3.63,726.78,,
13731,d16,DG,127.41,854.19,,
13732,d16,Z,5609.85,6464.04,,
13733,d16,P,21.78,6485.82,,
13734,d16,B2,4.2,6490.02,,
13735,d16,P,46.35,6536.37,,
13736,d16,Z,12.6,6548.97,,
13737,d16,P,44.1,6593.07,,
13738,d16,C,31.65,6624.72,,
13739,d16,D,16.38,6641.1,,
13740,d16,F2,2.64,6643.74,,
13741,d16,B,15.42,6659.16,,
13742,d16,D,19.23,6678.39,,
13743,d16,B,3.57,6681.96,,
13744,d16,D,46.77,6728.73,,
13745,d16,B,5.07,6733.8,,
13746,d16,C,2.88,6736.68,,
13747,d16,D,18.15,6754.83,,
13748,d16,C,1.68,6756.51,,
13749,d16,F2,2.4,6758.91,,
13750,d16,B,8.94,6767.85,,
13751,d16,D,38.4,6806.25,,
13752,d16,F2,2.1,6808.35,,
13753,d16,B,4.44,6812.79,,
13754,d16,C,0.93,6813.72,,
13755,d16,D,40.26,6853.98,,
13756,d16,F2,2.25,6856.23,,
13757,d16,B,7.11,6863.34,,
13758,d16,D,67.62,6930.96,,
13759,d16,F2,2.22,6933.18,,
13760,d16,B,7.47,6940.65,,
13761,d16,D,109.74,7050.39,,
13762,d16,F2,2.52,7052.91,,
13763,d16,B,12.87,7065.78,,
13764,d16,DG,94.14,7159.92,,
13765,d16,B,16.56,7176.48,,
13766,d16,DG,103.74,7280.22,,
13767,d16,F2,1.56,7281.78,,
13768,d16,B,15.0,7296.78,,
13769,d16,DG,86.16,7382.94,,
13770,d16,F2,1.98,7384.92,,
13771,d16,B,5.34,7390.26,,
13772,d16,DG,148.23,7538.49,,
13773,d16,F2,1.92,7540.41,,
13774,d16,B,8.22,7548.63,,
13775,d16,DG,49.77,7598.4,,
13776,d16,F2,1.59,7599.99,,
13777,d16,B,10.95,7610.94,,
13778,d16,DG,85.59,7696.53,,
13779,d16,F2,2.04,7698.57,,
13780,d16,B,19.08,7717.65,,
13781,d16,C,0.6,7718.25,,
13782,d16,DG,65.58,7783.83,,
13783,d16,C,1.38,7785.21,,
13784,d16,DG,13.47,7798.68,,
13785,d16,F2,2.31,7800.99,,
13786,d16,B,7.98,7808.97,,
13787,d16,CG,28.5,7837.47,,
13788,d16,DG,54.78,7892.25,,
13789,d16,C,2.88,7895.13,,
13790,d16,DG,93.39,7988.52,,
13791,d16,CG,16.11,8004.63,,
13792,d16,DG,37.5,8042.13,,
13793,d16,F2,2.85,8044.98,,
13794,d16,B,3.57,8048.55,,
13795,d16,DG,83.91,8132.46,,
13796,d16,C,7.89,8140.35,,
13797,d16,DG,46.77,8187.12,,
13798,d16,C,7.08,8194.2,,
13799,d16,DG,2862.24,11056.44,,
13800,d16,G,150.6,11207.04,,
13801,d16,DG,112.47,11319.51,,
13802,d16,F2,1.83,11321.34,,
13803,d16,B,6.09,11327.43,,
13804,d16,DG,555.36,11882.79,,
13805,d16,G,7249.32,19132.11,,
13806,d16,D,16.35,19148.46,,
13807,d16,C,2.19,19150.65,,
13808,d16,D,2.31,19152.96,,
13809,d16,B,1.74,19154.7,,
13810,d16,C,0.75,19155.45,,
13811,d16,D,24.0,19179.45,,
13812,d16,C,2.79,19182.24,,
13813,d16,B,1.68,19183.92,,
13814,d16,D,4.74,19188.66,,
13815,d16,F2,2.49,19191.15,,
13816,d16,B,7.14,19198.29,,
13817,d16,C,7.11,19205.4,,
13818,d16,DG,63.03,19268.43,,
13819,d16,F2,2.52,19270.95,,
13820,d16,B,9.45,19280.4,,
13821,d16,D,5.79,19286.19,,
13822,d16,F2,315.39,19601.58,,
13823,d16,B,2.82,19604.4,,
13824,d16,DG,281.67,19886.07,,
13825,d16,F2,3.09,19889.16,,
13826,d16,B,2.49,19891.65,,
13827,d16,DG,722.61,20614.26,,
13828,d16,F2,2.4,20616.66,,
13829,d16,B,4.8,20621.46,,
13830,d16,DG,848.49,21469.95,,
13831,d16,G,14530.05,36000.0,,
13832,d17,N,92.39,92.39,,
13833,d17,P,21.27,113.66,,
13834,d17,G,6.42,120.08,,
13835,d17,P,4.59,124.67,,
13836,d17,G,332.49,457.16,,
13837,d17,P,23.7,480.86,,
13838,d17,Z,9.63,490.49,,
13839,d17,P,23.64,514.13,,
13840,d17,B2,4.02,518.15,,
13841,d17,P,21.18,539.33,,
13842,d17,B2,5.37,544.7,,
13843,d17,P,21.99,566.69,,
13844,d17,C,5.43,572.12,,
13845,d17,D,77.73,649.85,,
13846,d17,F1,7.38,657.23,,
13847,d17,B,8.1,665.33,,
13848,d17,D,6.57,671.9,,
13849,d17,B,2.13,674.03,,
13850,d17,D,6.33,680.36,,
13851,d17,B,7.11,687.47,,
13852,d17,C,2.04,689.51,,
13853,d17,D,45.96,735.47,,
13854,d17,B,2.85,738.32,,
13855,d17,C,2.82,741.14,,
13856,d17,D,67.68,808.82,,
13857,d17,B,2.52,811.34,,
13858,d17,C,3.15,814.49,,
13859,d17,D,96.63,911.12,,
13860,d17,B,1.23,912.35,,
13861,d17,F2,1.26,913.61,,
13862,d17,B,3.24,916.85,,
13863,d17,C,0.75,917.6,,
13864,d17,D,31.32,948.92,,
13865,d17,F1,3.42,952.34,,
13866,d17,F2,4.23,956.57,,
13867,d17,F3,11.28,967.85,,
13868,d17,F4,1.74,969.59,,
13869,d17,B,7.14,976.73,,
13870,d17,D,17.16,993.89,,
13871,d17,CG,3.09,996.98,,
13872,d17,D,387.78,1384.76,,
13873,d17,F2,2.16,1386.92,,
13874,d17,B,1.41,1388.33,,
13875,d17,D,194.79,1583.12,,
13876,d17,B,0.69,1583.81,,
13877,d17,C,1.71,1585.52,,
13878,d17,D,10.11,1595.63,,
13879,d17,C,2.04,1597.67,,
13880,d17,D,149.79,1747.46,,
13881,d17,F2,2.52,1749.98,,
13882,d17,B,2.07,1752.05,,
13883,d17,C,0.72,1752.77,,
13884,d17,D,62.97,1815.74,,
13885,d17,C,1.59,1817.33,,
13886,d17,D,9.57,1826.9,,
13887,d17,B,1.59,1828.49,,
13888,d17,C,1.62,1830.11,,
13889,d17,D,63.78,1893.89,,
13890,d17,B,3.57,1897.46,,
13891,d17,C,1.11,1898.57,,
13892,d17,D,22.08,1920.65,,
13893,d17,C,1.29,1921.94,,
13894,d17,D,4.23,1926.17,,
13895,d17,B,1.83,1928.0,,
13896,d17,C,1.17,1929.17,,
13897,d17,DG,29.16,1958.33,,
13898,d17,B,7.83,1966.16,,
13899,d17,C,1.02,1967.18,,
13900,d17,DG,29.82,1997.0,,
13901,d17,G,117.54,2114.54,,
13902,d17,Z,33247.62,35362.16,,
13903,d17,P,17.43,35379.59,,
13904,d17,DG,48.3,35427.89,,
13905,d17,F2,4.89,35432.78,,
13906,d17,G,12.57,35445.35,,
13907,d17,F2,5.13,35450.48,,
13908,d17,G,13.32,35463.8,,
13909,d17,DG,69.87,35533.67,,
13910,d17,F2,2.91,35536.58,,
13911,d17,B,4.11,35540.69,,
13912,d17,DG,177.15,35717.84,,
13913,d17,F2,6.15,35723.99,,
13914,d17,B,7.11,35731.1,,
13915,d17,F2,11.16,35742.26,,
13916,d17,G,260.19,36002.45,,
13917,d94,N,84.15,84.15,,
13918,d94,P,27.54,111.69,,
13919,d94,B2,3.24,114.93,,
13920,d94,P,75.63,190.56,,
13921,d94,Z,45.33,235.89,,
13922,d94,P,22.56,258.45,,
13923,d94,B2,2.07,260.52,,
13924,d94,P,4.32,264.84,,
13925,d94,C,4.62,269.46,,
13926,d94,D,83.79,353.25,,
13927,d94,F2,2.58,355.83,,
13928,d94,B,2.52,358.35,,
13929,d94,C,2.67,361.02,,
13930,d94,D,38.31,399.33,,
13931,d94,B,1.32,400.65,,
13932,d94,C,0.81,401.46,,
13933,d94,D,73.17,474.63,,
13934,d94,F2,2.13,476.76,,
13935,d94,B,1.38,478.14,,
13936,d94,C,2.64,480.78,,
13937,d94,D,384.72,865.5,,
13938,d94,C,0.87,866.37,,
13939,d94,F2,3.03,869.4,,
13940,d94,B,3.75,873.15,,
13941,d94,C,1.17,874.32,,
13942,d94,D,2.82,877.14,,
13943,d94,C,2.55,879.69,,
13944,d94,D,122.94,1002.63,,
13945,d94,C,1.47,1004.1,,
13946,d94,D,167.19,1171.29,,
13947,d94,B,2.97,1174.26,,
13948,d94,D,1.44,1175.7,,
13949,d94,C,2.22,1177.92,,
13950,d94,D,311.25,1489.17,,
13951,d94,F2,2.07,1491.24,,
13952,d94,B,2.13,1493.37,,
13953,d94,C,0.54,1493.91,,
13954,d94,D,4.17,1498.08,,
13955,d94,C,5.58,1503.66,,
13956,d94,D,94.2,1597.86,,
13957,d94,B,0.9,1598.76,,
13958,d94,F2,1.2,1599.96,,
13959,d94,B,1.38,1601.34,,
13960,d94,C,1.08,1602.42,,
13961,d94,D,23.25,1625.67,,
13962,d94,P,7.74,1633.41,,
13963,d94,Z,33254.19,34887.6,,
13964,d94,G,23.4,34911.0,,
13965,d94,Z,13.71,34924.71,,
13966,d94,P,11.13,34935.84,,
13967,d94,G,4.41,34940.25,,
13968,d94,P,1.62,34941.87,,
13969,d94,B2,3.3,34945.17,,
13970,d94,P,1.59,34946.76,,
13971,d94,G,21.09,34967.85,,
13972,d94,P,44.58,35012.43,,
13973,d94,Z,987.63,36000.06,,
13974,d96,N,175.11,175.11,,
13975,d96,P,95.52,270.63,,
