,insectno,waveform,dur,tbf,labels,probes
12517,c86,DG,194.73,14913.6,,
12518,c86,B,7.92,14921.52,,
12519,c86,DG,433.23,15354.75,,
12520,c86,CG,2.61,15357.36,,
12521,c86,G,8.64,15366.0,,
12522,c86,CG,2.04,15368.04,,
12523,c86,G,122.46,15490.5,,
12524,c86,DG,25.29,15515.79,,
12525,c86,G,719.25,16235.04,,
12526,c86,DG,309.66,16544.7,,
12527,c86,G,372.42,16917.12,,
12528,c86,DG,84.66,17001.78,,
12529,c86,G,757.17,17758.95,,
12530,c86,F2,3.39,17762.34,,
12531,c86,P,41.52,17803.86,,
12532,c86,C,12.75,17816.61,,
12533,c86,F2,1.74,17818.35,,
12534,c86,B,1.92,17820.27,,
12535,c86,F2,1.98,17822.25,,
12536,c86,B,24.39,17846.64,,
12537,c86,C,7.35,17853.99,,
12538,c86,B,3.81,17857.8,,
12539,c86,DG,21.96,17879.76,,
12540,c86,F2,2.16,17881.92,,
12541,c86,B,3.33,17885.25,,
12542,c86,DG,35.43,17920.68,,
12543,c86,F2,2.28,17922.96,,
12544,c86,DG,58.2,17981.16,,
12545,c86,B,4.74,17985.9,,
12546,c86,D,3.36,17989.26,,
12547,c86,G,50.55,18039.81,,
12548,c86,DG,40.77,18080.58,,
12549,c86,F2,2.16,18082.74,,
12550,c86,B,1.74,18084.48,,
12551,c86,DG,39.12,18123.6,,
12552,c86,G,1017.84,19141.44,,
12553,c86,C,5.76,19147.2,,
12554,c86,F2,2.37,19149.57,,
12555,c86,B,4.08,19153.65,,
12556,c86,DG,118.38,19272.03,,
12557,c86,F2,2.19,19274.22,,
12558,c86,G,17.43,19291.65,,
12559,c86,DG,166.41,19458.06,,
12560,c86,G,524.58,19982.64,,
12561,c86,F2,2.4,19985.04,,
12562,c86,DG,2682.99,22668.03,,
12563,c86,F2,1.68,22669.71,,
12564,c86,DG,401.31,23071.02,,
12565,c86,CG,1.74,23072.76,,
12566,c86,G,11.58,23084.34,,
12567,c86,CG,2.07,23086.41,,
12568,c86,DG,36.51,23122.92,,
12569,c86,CG,2.07,23124.99,,
12570,c86,DG,54.9,23179.89,,
12571,c86,CG,2.13,23182.02,,
12572,c86,G,767.04,23949.06,,
12573,c86,CG,3.84,23952.9,,
12574,c86,DG,712.2,24665.1,,
12575,c86,CG,2.34,24667.44,,
12576,c86,G,337.62,25005.06,,
12577,c86,DG,527.79,25532.85,,
12578,c86,F2,2.37,25535.22,,
12579,c86,G,111.24,25646.46,,
12580,c86,DG,85.44,25731.9,,
12581,c86,G,336.33,26068.23,,
12582,c86,DG,439.32,26507.55,,
12583,c86,G,1194.06,27701.61,,
12584,c86,CG,1.68,27703.29,,
12585,c86,D,12.93,27716.22,,
12586,c86,DG,506.19,28222.41,,
12587,c86,G,1250.01,29472.42,,
12588,c86,C,5.67,29478.09,,
12589,c86,D,14.55,29492.64,,
12590,c86,F2,1.53,29494.17,,
12591,c86,B,3.69,29497.86,,
12592,c86,DG,35.25,29533.11,,
12593,c86,F2,4.17,29537.28,,
12594,c86,B,5.58,29542.86,,
12595,c86,F2,33.42,29576.28,,
12596,c86,B,2.28,29578.56,,
12597,c86,DG,105.09,29683.65,,
12598,c86,F2,1.77,29685.42,,
12599,c86,B,1.86,29687.28,,
12600,c86,G,2809.05,32496.33,,
12601,c86,P,78.12,32574.45,,
12602,c86,C,11.4,32585.85,,
12603,c86,B,0.54,32586.39,,
12604,c86,F2,1.86,32588.25,,
12605,c86,B,1.77,32590.02,,
12606,c86,C,5.61,32595.63,,
12607,c86,D,17.07,32612.7,,
12608,c86,B,1.17,32613.87,,
12609,c86,F2,1.41,32615.28,,
12610,c86,B,2.28,32617.56,,
12611,c86,C,5.58,32623.14,,
12612,c86,D,18.57,32641.71,,
12613,c86,B,0.6,32642.31,,
12614,c86,F2,1.26,32643.57,,
12615,c86,B,2.25,32645.82,,
12616,c86,C,2.43,32648.25,,
12617,c86,D,21.6,32669.85,,
12618,c86,F2,1.56,32671.41,,
12619,c86,B,5.34,32676.75,,
12620,c86,DG,38.34,32715.09,,
12621,c86,F2,2.7,32717.79,,
12622,c86,B,5.1,32722.89,,
12623,c86,D,31.89,32754.78,,
12624,c86,F2,1.11,32755.89,,
12625,c86,B,2.52,32758.41,,
12626,c86,C,7.5,32765.91,,
12627,c86,DG,31.02,32796.93,,
12628,c86,F2,1.65,32798.58,,
12629,c86,B,2.4,32800.98,,
12630,c86,DG,12.18,32813.16,,
12631,c86,F2,1.56,32814.72,,
12632,c86,B,2.28,32817.0,,
12633,c86,DG,114.75,32931.75,,
12634,c86,F2,2.34,32934.09,,
12635,c86,B,6.96,32941.05,,
12636,c86,DG,290.4,33231.45,,
12637,c86,G,84.03,33315.48,,
12638,c86,DG,232.77,33548.25,,
12639,c86,CG,2.46,33550.71,,
12640,c86,G,64.38,33615.09,,
12641,c86,DG,133.41,33748.5,,
12642,c86,CG,11.94,33760.44,,
12643,c86,D,5.76,33766.2,,
12644,c86,F2,3.75,33769.95,,
12645,c86,G,102.54,33872.49,,
12646,c86,DG,81.09,33953.58,,
12647,c86,C,9.24,33962.82,,
12648,c86,DG,107.28,34070.1,,
12649,c86,F2,3.9,34074.0,,
12650,c86,DG,362.07,34436.07,,
12651,c86,CG,2.73,34438.8,,
12652,c86,G,17.07,34455.87,,
12653,c86,CG,2.25,34458.12,,
12654,c86,DG,71.43,34529.55,,
12655,c86,CG,1.41,34530.96,,
12656,c86,DG,209.22,34740.18,,
12657,c86,F2,1.77,34741.95,,
12658,c86,B,2.7,34744.65,,
12659,c86,DG,76.41,34821.06,,
12660,c86,F2,1.83,34822.89,,
12661,c86,B,2.94,34825.83,,
12662,c86,DG,16.59,34842.42,,
12663,c86,F2,1.71,34844.13,,
12664,c86,B,1.92,34846.05,,
12665,c86,DG,203.7,35049.75,,
12666,c86,G,950.25,36000.0,,
12667,d11,N,294.27,294.27,,
12668,d11,P,19.26,313.53,,
12669,d11,G,63.48,377.01,,
12670,d11,Z,987.03,1364.04,,
12671,d11,P,21.15,1385.19,,
12672,d11,B2,3.81,1389.0,,
12673,d11,P,14.04,1403.04,,
12674,d11,B2,4.98,1408.02,,
12675,d11,P,9.24,1417.26,,
12676,d11,C,2.22,1419.48,,
12677,d11,B,2.25,1421.73,,
12678,d11,C,3.48,1425.21,,
12679,d11,D,17.82,1443.03,,
12680,d11,FB,4.23,1447.26,,
12681,d11,B,2.16,1449.42,,
12682,d11,C,4.74,1454.16,,
12683,d11,DG,74.16,1528.32,,
12684,d11,C,2.22,1530.54,,
12685,d11,DG,13.56,1544.1,,
12686,d11,C,4.32,1548.42,,
12687,d11,DG,24.72,1573.14,,
12688,d11,F2,2.61,1575.75,,
12689,d11,B,4.89,1580.64,,
12690,d11,C,1.05,1581.69,,
12691,d11,DG,133.65,1715.34,,
12692,d11,Z,67.27,1782.61,,
12693,d11,P,6.93,1789.54,,
12694,d11,D,38.61,1828.15,,
12695,d11,B,3.39,1831.54,,
12696,d11,C,0.93,1832.47,,
12697,d11,DG,10.59,1843.06,,
12698,d11,CG,3.72,1846.78,,
12699,d11,G,7.08,1853.86,,
12700,d11,Z,13780.98,15634.84,,
12701,d11,P,32.34,15667.18,,
12702,d11,C,6.87,15674.05,,
12703,d11,D,9.09,15683.14,,
12704,d11,FB,4.29,15687.43,,
12705,d11,B,7.02,15694.45,,
12706,d11,C,3.93,15698.38,,
12707,d11,D,3.21,15701.59,,
12708,d11,B,0.96,15702.55,,
12709,d11,D,1.02,15703.57,,
12710,d11,B,1.38,15704.95,,
12711,d11,C,1.41,15706.36,,
12712,d11,DG,26.4,15732.76,,
12713,d11,B,3.69,15736.45,,
12714,d11,C,8.73,15745.18,,
12715,d11,D,6.33,15751.51,,
12716,d11,C,3.18,15754.69,,
12717,d11,D,7.95,15762.64,,
12718,d11,F2,2.7,15765.34,,
12719,d11,B,7.44,15772.78,,
12720,d11,C,3.24,15776.02,,
12721,d11,B2,0.9,15776.92,,
12722,d11,B,28.62,15805.54,,
12723,d11,C,0.96,15806.5,,
12724,d11,B,3.15,15809.65,,
12725,d11,C,3.84,15813.49,,
12726,d11,D,24.9,15838.39,,
12727,d11,B,6.78,15845.17,,
12728,d11,C,0.78,15845.95,,
12729,d11,D,16.62,15862.57,,
12730,d11,B,17.16,15879.73,,
12731,d11,D,16.26,15895.99,,
12732,d11,B2,2.64,15898.63,,
12733,d11,B,7.59,15906.22,,
12734,d11,G,479.31,16385.53,,
12735,d11,CG,16.8,16402.33,,
12736,d11,D,7.41,16409.74,,
12737,d11,B2,2.37,16412.11,,
12738,d11,B,9.51,16421.62,,
12739,d11,C,0.99,16422.61,,
12740,d11,B,1.35,16423.96,,
12741,d11,CG,5.07,16429.03,,
12742,d11,G,760.23,17189.26,,
12743,d11,CG,17.52,17206.78,,
12744,d11,F2,1.05,17207.83,,
12745,d11,B,6.9,17214.73,,
12746,d11,DG,129.75,17344.48,,
12747,d11,CG,3.51,17347.99,,
12748,d11,G,920.4,18268.39,,
12749,d11,DG,14.46,18282.85,,
12750,d11,B,7.77,18290.62,,
12751,d11,DG,16.8,18307.42,,
12752,d11,G,3456.84,21764.26,,
12753,d11,CG,8.13,21772.39,,
12754,d11,D,5.85,21778.24,,
12755,d11,B,9.15,21787.39,,
12756,d11,C,0.99,21788.38,,
12757,d11,DG,19.32,21807.7,,
12758,d11,B,8.85,21816.55,,
12759,d11,G,26.91,21843.46,,
12760,d11,B,9.12,21852.58,,
12761,d11,CG,22.56,21875.14,,
12762,d11,G,160.05,22035.19,,
12763,d11,B,6.81,22042.0,,
12764,d11,C,3.18,22045.18,,
12765,d11,G,622.56,22667.74,,
12766,d11,DG,16.53,22684.27,,
12767,d11,CG,12.54,22696.81,,
12768,d11,DG,17.82,22714.63,,
12769,d11,B,8.31,22722.94,,
12770,d11,C,0.96,22723.9,,
12771,d11,G,2080.71,24804.61,,
12772,d11,CG,12.15,24816.76,,
12773,d11,D,5.7,24822.46,,
12774,d11,B,5.97,24828.43,,
12775,d11,DG,23.52,24851.95,,
12776,d11,B,6.6,24858.55,,
12777,d11,G,66.48,24925.03,,
12778,d11,CG,5.91,24930.94,,
12779,d11,DG,2.82,24933.76,,
12780,d11,G,8.55,24942.31,,
12781,d11,B,10.2,24952.51,,
12782,d11,C,3.75,24956.26,,
12783,d11,G,1207.83,26164.09,,
12784,d11,CG,14.49,26178.58,,
12785,d11,B,9.12,26187.7,,
12786,d11,CG,6.6,26194.3,,
12787,d11,D,5.28,26199.58,,
12788,d11,DG,19.44,26219.02,,
12789,d11,B,5.58,26224.6,,
12790,d11,G,3007.53,29232.13,,
12791,d11,CG,18.36,29250.49,,
12792,d11,B,4.23,29254.72,,
12793,d11,G,2.28,29257.0,,
12794,d11,CG,36.69,29293.69,,
12795,d11,B,2.79,29296.48,,
12796,d11,G,32.16,29328.64,,
12797,d11,B,6.96,29335.6,,
12798,d11,G,3364.65,32700.25,,
12799,d11,Z,3299.79,36000.04,,
12800,d12,N,339.72,339.72,,
12801,d12,P,20.34,360.06,,
12802,d12,B2,3.03,363.09,,
12803,d12,P,27.27,390.36,,
12804,d12,B2,3.39,393.75,,
12805,d12,P,2.31,396.06,,
12806,d12,C,1.14,397.2,,
12807,d12,D,15.0,412.2,,
12808,d12,B,3.09,415.29,,
12809,d12,C,5.4,420.69,,
12810,d12,D,26.01,446.7,,
12811,d12,C,1.8,448.5,,
12812,d12,B,8.16,456.66,,
12813,d12,C,1.14,457.8,,
12814,d12,B,1.38,459.18,,
12815,d12,D,18.87,478.05,,
12816,d12,FB,2.52,480.57,,
12817,d12,D,39.78,520.35,,
12818,d12,F2,3.93,524.28,,
12819,d12,B,3.66,527.94,,
12820,d12,D,2.19,530.13,,
12821,d12,B,1.86,531.99,,
12822,d12,C,2.1,534.09,,
12823,d12,D,49.98,584.07,,
12824,d12,F2,1.59,585.66,,
12825,d12,B,10.95,596.61,,
12826,d12,D,2.34,598.95,,
12827,d12,C,2.58,601.53,,
12828,d12,B,16.05,617.58,,
12829,d12,C,3.27,620.85,,
12830,d12,D,24.06,644.91,,
12831,d12,C,2.49,647.4,,
12832,d12,D,37.02,684.42,,
12833,d12,F2,0.99,685.41,,
12834,d12,B,9.39,694.8,,
12835,d12,C,0.6,695.4,,
12836,d12,D,30.57,725.97,,
12837,d12,B,1.8,727.77,,
12838,d12,C,0.72,728.49,,
12839,d12,D,63.27,791.76,,
12840,d12,F2,1.83,793.59,,
12841,d12,B,3.33,796.92,,
12842,d12,C,0.6,797.52,,
12843,d12,D,2.76,800.28,,
12844,d12,B,0.96,801.24,,
12845,d12,C,0.6,801.84,,
12846,d12,D,116.91,918.75,,
12847,d12,F2,2.01,920.76,,
12848,d12,B,0.84,921.6,,
12849,d12,C,1.5,923.1,,
12850,d12,D,5.07,928.17,,
12851,d12,C,0.72,928.89,,
12852,d12,B,0.87,929.76,,
12853,d12,D,5.73,935.49,,
12854,d12,B,1.95,937.44,,
12855,d12,D,58.65,996.09,,
12856,d12,F1,4.26,1000.35,,
12857,d12,F2,2.52,1002.87,,
12858,d12,F3,7.05,1009.92,,
12859,d12,F4,4.56,1014.48,,
12860,d12,B,2.79,1017.27,,
12861,d12,D,3.45,1020.72,,
12862,d12,B,1.89,1022.61,,
12863,d12,D,10.05,1032.66,,
12864,d12,B,2.01,1034.67,,
12865,d12,D,102.21,1136.88,,
12866,d12,P,1.26,1138.14,,
12867,d12,Z,247.77,1385.91,,
12868,d12,P,35.73,1421.64,,
12869,d12,C,0.57,1422.21,,
12870,d12,D,18.81,1441.02,,
12871,d12,FB,1.71,1442.73,,
12872,d12,F2,1.26,1443.99,,
12873,d12,B,14.13,1458.12,,
12874,d12,C,0.45,1458.57,,
12875,d12,FB,2.22,1460.79,,
12876,d12,C,1.29,1462.08,,
12877,d12,B,14.67,1476.75,,
12878,d12,D,69.6,1546.35,,
12879,d12,C,3.36,1549.71,,
12880,d12,D,12.24,1561.95,,
12881,d12,F2,1.86,1563.81,,
12882,d12,B,1.5,1565.31,,
12883,d12,D,68.61,1633.92,,
12884,d12,F2,2.97,1636.89,,
12885,d12,B,1.74,1638.63,,
12886,d12,C,0.96,1639.59,,
12887,d12,B,16.05,1655.64,,
12888,d12,C,0.66,1656.3,,
12889,d12,D,3.93,1660.23,,
12890,d12,B,1.02,1661.25,,
12891,d12,D,2.16,1663.41,,
12892,d12,B,4.89,1668.3,,
12893,d12,F2,0.84,1669.14,,
12894,d12,P,16.92,1686.06,,
12895,d12,Z,18.63,1704.69,,
12896,d12,P,14.58,1719.27,,
12897,d12,C,2.67,1721.94,,
12898,d12,D,0.48,1722.42,,
12899,d12,B,0.72,1723.14,,
12900,d12,C,4.38,1727.52,,
12901,d12,D,22.08,1749.6,,
12902,d12,F2,1.98,1751.58,,
12903,d12,B,3.36,1754.94,,
12904,d12,C,1.8,1756.74,,
12905,d12,D,16.29,1773.03,,
12906,d12,B,1.11,1774.14,,
12907,d12,F2,2.28,1776.42,,
12908,d12,B,8.76,1785.18,,
12909,d12,C,0.66,1785.84,,
12910,d12,D,5.34,1791.18,,
12911,d12,B,0.66,1791.84,,
12912,d12,F2,1.29,1793.13,,
12913,d12,B,11.58,1804.71,,
12914,d12,C,1.14,1805.85,,
12915,d12,B,1.65,1807.5,,
12916,d12,C,0.93,1808.43,,
12917,d12,D,92.88,1901.31,,
12918,d12,C,1.2,1902.51,,
12919,d12,D,19.11,1921.62,,
12920,d12,C,2.55,1924.17,,
12921,d12,D,5.37,1929.54,,
12922,d12,F2,2.28,1931.82,,
12923,d12,B,11.88,1943.7,,
12924,d12,D,2.91,1946.61,,
12925,d12,F2,0.96,1947.57,,
12926,d12,B,5.67,1953.24,,
12927,d12,D,4.83,1958.07,,
12928,d12,B,1.83,1959.9,,
12929,d12,D,19.23,1979.13,,
12930,d12,C,1.32,1980.45,,
12931,d12,D,1.8,1982.25,,
12932,d12,C,1.35,1983.6,,
12933,d12,D,132.18,2115.78,,
12934,d12,F1,4.77,2120.55,,
12935,d12,F2,1.95,2122.5,,
12936,d12,F3,11.61,2134.11,,
12937,d12,F4,2.68,2136.79,,
12938,d12,B,2.63,2139.42,,
12939,d12,C,0.6,2140.02,,
12940,d12,D,10.89,2150.91,,
12941,d12,C,1.35,2152.26,,
12942,d12,D,107.31,2259.57,,
12943,d12,C,1.53,2261.1,,
12944,d12,D,66.45,2327.55,,
12945,d12,C,1.08,2328.63,,
12946,d12,D,182.04,2510.67,,
12947,d12,C,0.42,2511.09,,
12948,d12,D,22.65,2533.74,,
12949,d12,C,2.67,2536.41,,
12950,d12,D,182.64,2719.05,,
12951,d12,C,0.96,2720.01,,
12952,d12,D,246.15,2966.16,,
12953,d12,C,2.1,2968.26,,
12954,d12,D,133.53,3101.79,,
12955,d12,C,0.87,3102.66,,
12956,d12,D,235.71,3338.37,,
12957,d12,B,2.79,3341.16,,
12958,d12,C,0.51,3341.67,,
12959,d12,D,370.56,3712.23,,
12960,d12,C,1.98,3714.21,,
12961,d12,D,202.62,3916.83,,
12962,d12,C,1.95,3918.78,,
12963,d12,D,68.76,3987.54,,
12964,d12,C,1.14,3988.68,,
12965,d12,D,546.69,4535.37,,
12966,d12,B,4.65,4540.02,,
12967,d12,C,0.57,4540.59,,
12968,d12,D,11.52,4552.11,,
12969,d12,P,0.63,4552.74,,
12970,d12,Z,248.28,4801.02,,
12971,d12,P,34.47,4835.49,,
12972,d12,B2,2.64,4838.13,,
12973,d12,P,24.96,4863.09,,
12974,d12,B2,2.04,4865.13,,
12975,d12,P,30.81,4895.94,,
12976,d12,C,0.69,4896.63,,
12977,d12,D,2.85,4899.48,,
12978,d12,B,1.86,4901.34,,
12979,d12,F2,0.9,4902.24,,
12980,d12,B,0.84,4903.08,,
12981,d12,C,1.86,4904.94,,
12982,d12,D,2.67,4907.61,,
12983,d12,C,1.26,4908.87,,
12984,d12,F2,1.53,4910.4,,
12985,d12,B,3.99,4914.39,,
12986,d12,C,2.34,4916.73,,
12987,d12,D,8.79,4925.52,,
12988,d12,B,0.33,4925.85,,
12989,d12,F2,1.29,4927.14,,
12990,d12,B,1.29,4928.43,,
12991,d12,C,2.61,4931.04,,
12992,d12,D,33.81,4964.85,,
12993,d12,F2,2.1,4966.95,,
12994,d12,B,2.13,4969.08,,
12995,d12,C,0.9,4969.98,,
12996,d12,D,1.08,4971.06,,
12997,d12,C,0.93,4971.99,,
12998,d12,D,12.15,4984.14,,
12999,d12,F2,3.54,4987.68,,
13000,d12,B,3.69,4991.37,,
13001,d12,C,1.65,4993.02,,
13002,d12,B,0.45,4993.47,,
13003,d12,C,0.45,4993.92,,
13004,d12,D,1.23,4995.15,,
13005,d12,F2,1.71,4996.86,,
13006,d12,B,1.41,4998.27,,
13007,d12,C,1.5,4999.77,,
13008,d12,D,113.13,5112.9,,
13009,d12,F2,3.6,5116.5,,
13010,d12,B,3.69,5120.19,,
13011,d12,C,2.58,5122.77,,
13012,d12,D,1.23,5124.0,,
13013,d12,F2,1.65,5125.65,,
13014,d12,C,3.0,5128.65,,
13015,d12,D,113.1,5241.75,,
13016,d12,F2,2.79,5244.54,,
13017,d12,B,4.44,5248.98,,
13018,d12,C,1.44,5250.42,,
13019,d12,D,6.45,5256.87,,
13020,d12,C,0.96,5257.83,,
13021,d12,D,2.88,5260.71,,
13022,d12,C,1.86,5262.57,,
13023,d12,D,64.62,5327.19,,
13024,d12,F1,4.44,5331.63,,
13025,d12,F2,1.47,5333.1,,
13026,d12,F3,8.16,5341.26,,
13027,d12,F4,3.54,5344.8,,
13028,d12,B,2.55,5347.35,,
13029,d12,D,2.55,5349.9,,
13030,d12,C,1.26,5351.16,,
13031,d12,D,1.5,5352.66,,
13032,d12,C,1.29,5353.95,,
13033,d12,D,16.5,5370.45,,
13034,d12,C,2.73,5373.18,,
13035,d12,D,3.63,5376.81,,
13036,d12,C,1.32,5378.13,,
13037,d12,D,121.2,5499.33,,
13038,d12,F2,1.62,5500.95,,
13039,d12,B,1.44,5502.39,,
13040,d12,C,1.65,5504.04,,
13041,d12,D,5.31,5509.35,,
13042,d12,C,0.9,5510.25,,
13043,d12,D,1.14,5511.39,,
13044,d12,C,1.38,5512.77,,
13045,d12,D,17.4,5530.17,,
13046,d12,F2,2.01,5532.18,,
13047,d12,B,2.79,5534.97,,
13048,d12,F2,1.17,5536.14,,
13049,d12,B,2.58,5538.72,,
13050,d12,C,0.33,5539.05,,
13051,d12,D,0.96,5540.01,,
13052,d12,C,0.33,5540.34,,
13053,d12,F2,1.29,5541.63,,
13054,d12,B,7.98,5549.61,,
13055,d12,C,1.86,5551.47,,
13056,d12,D,255.27,5806.74,,
13057,d12,F2,1.62,5808.36,,
13058,d12,B,1.77,5810.13,,
13059,d12,C,0.48,5810.61,,
13060,d12,D,24.81,5835.42,,
13061,d12,C,2.25,5837.67,,
13062,d12,D,332.61,6170.28,,
13063,d12,C,2.34,6172.62,,
13064,d12,D,167.1,6339.72,,
13065,d12,F2,0.93,6340.65,,
13066,d12,B,4.62,6345.27,,
13067,d12,C,0.45,6345.72,,
13068,d12,D,21.0,6366.72,,
13069,d12,C,2.04,6368.76,,
13070,d12,D,67.02,6435.78,,
13071,d12,C,1.71,6437.49,,
13072,d12,D,540.57,6978.06,,
13073,d12,C,1.83,6979.89,,
13074,d12,D,331.14,7311.03,,
13075,d12,C,2.67,7313.7,,
13076,d12,D,311.58,7625.28,,
13077,d12,F2,2.61,7627.89,,
13078,d12,B,2.34,7630.23,,
13079,d12,C,0.87,7631.1,,
13080,d12,D,121.29,7752.39,,
13081,d12,C,1.44,7753.83,,
13082,d12,D,509.28,8263.11,,
13083,d12,C,2.16,8265.27,,
13084,d12,D,229.56,8494.83,,
13085,d12,C,2.13,8496.96,,
13086,d12,D,560.19,9057.15,,
13087,d12,C,2.07,9059.22,,
13088,d12,D,36.39,9095.61,,
13089,d12,F2,1.74,9097.35,,
13090,d12,B,1.53,9098.88,,
13091,d12,D,40.89,9139.77,,
13092,d12,C,1.62,9141.39,,
13093,d12,D,522.63,9664.02,,
13094,d12,C,1.83,9665.85,,
13095,d12,D,178.38,9844.23,,
13096,d12,C,1.47,9845.7,,
13097,d12,D,980.85,10826.55,,
13098,d12,F2,1.32,10827.87,,
13099,d12,B,1.41,10829.28,,
13100,d12,D,174.33,11003.61,,
13101,d12,C,1.71,11005.32,,
13102,d12,D,1102.71,12108.03,,
13103,d12,C,1.77,12109.8,,
13104,d12,D,298.98,12408.78,,
13105,d12,C,1.68,12410.46,,
13106,d12,D,448.02,12858.48,,
13107,d12,F2,1.98,12860.46,,
13108,d12,B,1.11,12861.57,,
13109,d12,C,0.51,12862.08,,
13110,d12,D,1456.56,14318.64,,
13111,d12,B,3.33,14321.97,,
13112,d12,D,807.36,15129.33,,
13113,d12,C,1.83,15131.16,,
13114,d12,D,556.02,15687.18,,
13115,d12,C,1.35,15688.53,,
13116,d12,D,674.37,16362.9,,
13117,d12,C,1.38,16364.28,,
13118,d12,D,190.47,16554.75,,
13119,d12,C,1.62,16556.37,,
13120,d12,D,415.74,16972.11,,
13121,d12,B,3.06,16975.17,,
13122,d12,D,7.14,16982.31,,
13123,d12,C,1.8,16984.11,,
13124,d12,D,310.71,17294.82,,
13125,d12,C,1.41,17296.23,,
13126,d12,D,869.28,18165.51,,
13127,d12,C,2.16,18167.67,,
13128,d12,D,358.95,18526.62,,
13129,d12,C,1.62,18528.24,,
13130,d12,D,110.37,18638.61,,
13131,d12,C,1.86,18640.47,,
13132,d12,D,640.11,19280.58,,
13133,d12,B,3.03,19283.61,,
13134,d12,D,315.54,19599.15,,
13135,d12,C,1.11,19600.26,,
13136,d12,D,395.82,19996.08,,
13137,d12,C,1.47,19997.55,,
13138,d12,D,615.81,20613.36,,
13139,d12,C,1.32,20614.68,,
13140,d12,D,189.45,20804.13,,
13141,d12,C,2.46,20806.59,,
13142,d12,D,178.35,20984.94,,
13143,d12,C,1.65,20986.59,,
13144,d12,D,604.35,21590.94,,
13145,d12,B,2.58,21593.52,,
13146,d12,C,0.42,21593.94,,
13147,d12,D,448.32,22042.26,,
13148,d12,C,1.44,22043.7,,
13149,d12,D,311.64,22355.34,,
13150,d12,C,376.86,22732.2,,
13151,d12,D,150.42,22882.62,,
13152,d12,C,2.25,22884.87,,
13153,d12,D,729.21,23614.08,,
13154,d12,B,2.79,23616.87,,
13155,d12,D,428.79,24045.66,,
13156,d12,C,2.28,24047.94,,
13157,d12,D,272.97,24320.91,,
13158,d12,C,2.52,24323.43,,
13159,d12,D,96.99,24420.42,,
13160,d12,C,2.22,24422.64,,
13161,d12,D,696.93,25119.57,,
13162,d12,C,1.5,25121.07,,
13163,d12,D,522.09,25643.16,,
13164,d12,B,3.09,25646.25,,
13165,d12,C,0.39,25646.64,,
13166,d12,D,401.82,26048.46,,
13167,d12,C,1.8,26050.26,,
13168,d12,D,86.25,26136.51,,
13169,d12,B,3.36,26139.87,,
13170,d12,D,44.31,26184.18,,
13171,d12,P,1.32,26185.5,,
13172,d12,Z,2369.4,28554.9,,
13173,d12,P,61.56,28616.46,,
13174,d12,B2,2.49,28618.95,,
13175,d12,P,47.79,28666.74,,
13176,d12,Z,9.3,28676.04,,
13177,d12,P,14.43,28690.47,,
13178,d12,C,1.71,28692.18,,
13179,d12,D,6.87,28699.05,,
13180,d12,C,1.05,28700.1,,
13181,d12,B,1.02,28701.12,,
13182,d12,F2,2.28,28703.4,,
13183,d12,B,6.9,28710.3,,
13184,d12,C,0.69,28710.99,,
13185,d12,D,9.21,28720.2,,
13186,d12,F2,1.62,28721.82,,
13187,d12,B,17.13,28738.95,,
13188,d12,D,51.96,28790.91,,
13189,d12,F2,1.89,28792.8,,
13190,d12,B,1.8,28794.6,,
13191,d12,C,1.59,28796.19,,
13192,d12,DG,120.81,28917.0,,
13193,d12,F2,0.81,28917.81,,
13194,d12,B,4.74,28922.55,,
13195,d12,DG,110.04,29032.59,,
13196,d12,P,1.68,29034.27,,
13197,d12,Z,4242.75,33277.02,,
13198,d12,P,41.61,33318.63,,
13199,d12,Z,141.06,33459.69,,
13200,d12,P,36.03,33495.72,,
13201,d12,F2,4.56,33500.28,,
13202,d12,P,32.76,33533.04,,
13203,d12,Z,68.4,33601.44,,
13204,d12,P,24.24,33625.68,,
13205,d12,B2,4.11,33629.79,,
13206,d12,P,38.76,33668.55,,
13207,d12,Z,72.21,33740.76,,
13208,d12,P,30.09,33770.85,,
13209,d12,B2,2.91,33773.76,,
13210,d12,P,54.45,33828.21,,
13211,d12,Z,62.67,33890.88,,
13212,d12,P,31.68,33922.56,,
13213,d12,G,1052.43,34974.99,,
13214,d12,Z,1153.92,36128.91,,
13215,d13,N,133.05,133.05,,
13216,d13,P,87.57,220.62,,
13217,d13,Z,51.33,271.95,,
13218,d13,P,25.17,297.12,,
13219,d13,C,3.39,300.51,,
13220,d13,DG,41.1,341.61,,
13221,d13,F2,1.95,343.56,,
13222,d13,B,9.15,352.71,,
13223,d13,C,4.23,356.94,,
13224,d13,D,9.39,366.33,,
13225,d13,FB,1.59,367.92,,
13226,d13,C,2.64,370.56,,
13227,d13,DG,165.69,536.25,,
13228,d13,B,1.71,537.96,,
13229,d13,F2,1.71,539.67,,
13230,d13,B,15.24,554.91,,
13231,d13,DG,103.38,658.29,,
13232,d13,G,181.71,840.0,,
13233,d13,C,7.38,847.38,,
13234,d13,DG,90.18,937.56,,
13235,d13,G,240.18,1177.74,,
13236,d13,Z,24.87,1202.61,,
13237,d13,P,6.33,1208.94,,
13238,d13,Z,7262.4,8471.34,,
13239,d13,P,76.35,8547.69,,
13240,d13,C,6.09,8553.78,,
13241,d13,D,46.74,8600.52,,
13242,d13,F1,1.86,8602.38,,
13243,d13,F2,3.54,8605.92,,
