insectno,waveform,dur,tbf
c17,DG,128.07,22518
c17,G,3732.66,26250.66
c17,DG,69.15,26319.81
c17,F2,6.87,26326.68
c17,B,4.89,26331.57
c17,DG,317.82,26649.39
c17,D,1078.98,27728.37
c17,F2,6.51,27734.88
c17,B,5.34,27740.22
c17,C,0.84,27741.06
c17,B,1.74,27742.8
c17,C,1.29,27744.09
c17,D,1706.82,29450.91
c17,F2,7.74,29458.65
c17,B,14.31,29472.96
c17,D,603.81,30076.77
c17,F2,5.1,30081.87
c17,B,4.86,30086.73
c17,C,0.96,30087.69
c17,D,557.61,30645.3
c17,F2,5.31,30650.61
c17,B,12.84,30663.45
c17,C,1.38,30664.83
c17,DG,85.44,30750.27
c17,G,5249.76,36000.03
c24,Z,152,152
c24,P,30.81,182.81
c24,Z,22.92,205.73
c24,P,28.53,234.26
c24,B2,3.6,237.86
c24,P,35.22,273.08
c24,Z,184.35,457.43
c24,P,51.57,509
c24,G,2.4,511.4
c24,P,22.14,533.54
c24,C,3,536.54
c24,D,1.38,537.92
c24,C,2.97,540.89
c24,D,3.87,544.76
c24,C,2.52,547.28
c24,D,1.23,548.51
c24,C,8.13,556.64
c24,D,15.75,572.39
c24,F2,2.19,574.58
c24,B,2.85,577.43
c24,C,2.58,580.01
c24,D,71.46,651.47
c24,F2,2.64,654.11
c24,B,3.69,657.8
c24,C,1.98,659.78
c24,D,10.23,670.01
c24,B,6.54,676.55
c24,F2,1.26,677.81
c24,B,2.46,680.27
c24,C,2.97,683.24
c24,D,88.02,771.26
c24,DG,95.43,866.69
c24,P,2.1,868.79
c24,Z,10.38,879.17
c24,P,14.82,893.99
c24,C,4.71,898.7
c24,B,6.48,905.18
c24,C,3.39,908.57
c24,DG,13.65,922.22
c24,C,2.58,924.8
c24,D,1.47,926.27
c24,DG,30.66,956.93
c24,F2,2.7,959.63
c24,G,16.32,975.95
c24,B,5.55,981.5
c24,D,78.33,1059.83
c24,DG,136.17,1196
c24,C,4.41,1200.41
c24,D,20.01,1220.42
c24,B,2.07,1222.49
c24,D,7.89,1230.38
c24,B,9.3,1239.68
c24,DG,32.28,1271.96
c24,F2,2.07,1274.03
c24,B,2.79,1276.82
c24,CG,3,1279.82
c24,D,152.1,1431.92
c24,DG,67.5,1499.42
c24,F2,1.53,1500.95
c24,B,2.64,1503.59
c24,DG,49.8,1553.39
c24,P,3.45,1556.84
c24,Z,347.58,1904.42
c24,P,22.68,1927.1
c24,C,6.51,1933.61
c24,D,37.98,1971.59
c24,F2,2.61,1974.2
c24,B,2.13,1976.33
c24,C,2.19,1978.52
c24,D,134.76,2113.28
c24,F2,2.61,2115.89
c24,B,1.92,2117.81
c24,CG,4.71,2122.52
c24,DG,191.16,2313.68
c24,B,4.89,2318.57
c24,DG,373.47,2692.04
c24,F2,2.19,2694.23
c24,DG,249.21,2943.44
c24,F2,2.97,2946.41
c24,CG,2.7,2949.11
c24,DG,96.72,3045.83
c24,F2,2.25,3048.08
c24,B,3.18,3051.26
c24,DG,44.55,3095.81
c24,F2,1.8,3097.61
c24,B,1.71,3099.32
c24,DG,61.2,3160.52
c24,B,2.34,3162.86
c24,DG,112.02,3274.88
c24,F2,4.02,3278.9
c24,DG,6.39,3285.29
c24,F2,3.06,3288.35
c24,G,20.4,3308.75
c24,P,2.22,3310.97
c24,Z,3123.12,6434.09
c24,P,22.62,6456.71
c24,C,4.89,6461.6
c24,DG,23.49,6485.09
c24,F2,1.68,6486.77
c24,B,2.7,6489.47
c24,C,1.71,6491.18
c24,D,52.59,6543.77
c24,F2,1.35,6545.12
c24,B,3.72,6548.84
c24,C,2.73,6551.57
c24,D,189.96,6741.53
c24,F2,1.83,6743.36
c24,B,5.04,6748.4
c24,C,2.07,6750.47
c24,D,187.14,6937.61
c24,F2,1.83,6939.44
c24,B,2.34,6941.78
c24,DG,161.85,7103.63
c24,F2,1.83,7105.46
c24,G,195.57,7301.03
c24,B,3.57,7304.6
c24,C,1.35,7305.95
c24,G,499.77,7805.72
c24,DG,31.8,7837.52
c24,F2,2.37,7839.89
c24,B,2.52,7842.41
c24,G,1358.34,9200.75
c24,C,4.44,9205.19
c24,DG,195.09,9400.28
c24,F2,2.58,9402.86
c24,B,3.66,9406.52
c24,DG,42.72,9449.24
c24,G,459.9,9909.14
c24,CG,6.21,9915.35
c24,DG,68.52,9983.87
c24,D,11.52,9995.39
c24,F1,1.35,9996.74
c24,F2,2.73,9999.47
c24,F3,9.33,10008.8
c24,F4,3.87,10012.67
c24,B,4.47,10017.14
c24,C,2.82,10019.96
c24,DG,121.62,10141.58
c24,B,6.24,10147.82
c24,DG,20.25,10168.07
c24,G,948.54,11116.61
c24,DG,131.61,11248.22
c24,F2,1.8,11250.02
c24,B,4.86,11254.88
c24,C,4.08,11258.96
c24,DG,165.39,11424.35
c24,C,2.67,11427.02
c24,DG,884.46,12311.48
c24,F2,1.68,12313.16
c24,C,7.02,12320.18
c24,P,4.11,12324.29
c24,Z,2205.24,14529.53
c24,P,28.98,14558.51
c24,C,4.47,14562.98
c24,D,18.9,14581.88
c24,F2,1.71,14583.59
c24,B,5.88,14589.47
c24,C,4.08,14593.55
c24,D,60.78,14654.33
c24,C,2.94,14657.27
c24,D,29.28,14686.55
c24,B,2.04,14688.59
c24,C,3.12,14691.71
c24,D,34.8,14726.51
c24,F2,3.12,14729.63
c24,B,18.15,14747.78
c24,C,1.86,14749.64
c24,D,70.26,14819.9
c24,CG,2.67,14822.57
c24,D,45.54,14868.11
c24,F2,3.75,14871.86
c24,B,3.66,14875.52
c24,DG,150.24,15025.76
c24,G,833.73,15859.49
c24,Z,32.58,15892.07
c24,P,31.08,15923.15
c24,B2,3,15926.15
c24,P,29.31,15955.46
c24,B2,9.6,15965.06
c24,B,3.39,15968.45
c24,C,4.74,15973.19
c24,B,6.09,15979.28
c24,C,1.08,15980.36
c24,B,10.02,15990.38
c24,P,22.89,16013.27
c24,C,5.13,16018.4
c24,D,10.38,16028.78
c24,B,2.1,16030.88
c24,D,9.51,16040.39
c24,B,2.49,16042.88
c24,DG,43.71,16086.59
c24,F2,1.62,16088.21
c24,P,5.13,16093.34
c24,Z,112.42,16205.76
c24,P,8.07,16213.83
c24,C,3.72,16217.55
c24,P,18.12,16235.67
c24,C,5.19,16240.86
c24,D,22.2,16263.06
c24,P,7.5,16270.56
c24,F2,2.79,16273.35
c24,B,6.99,16280.34
c24,D,82.5,16362.84
c24,F1,1.23,16364.07
c24,F2,3.15,16367.22
c24,F3,9.18,16376.4
c24,F4,4.35,16380.75
c24,B,4.89,16385.64
c24,C,2.82,16388.46
c24,D,17.01,16405.47
c24,F2,2.52,16407.99
c24,B,11.04,16419.03
c24,C,17.28,16436.31
c24,DG,83.4,16519.71
c24,F2,2.4,16522.11
c24,G,19477.92,36000.03
c82,Z,2908.77,2908.77
c82,P,25.53,2934.3
c82,B2,3.54,2937.84
c82,P,18.33,2956.17
c82,B2,5.37,2961.54
c82,P,4.77,2966.31
c82,C,12.36,2978.67
c82,B,3.66,2982.33
c82,C,1.14,2983.47
c82,B,13.23,2996.7
c82,C,7.5,3004.2
c82,D,74.31,3078.51
c82,C,7.32,3085.83
c82,D,38.34,3124.17
c82,C,2.82,3126.99
c82,D,0.5,3127.49
c82,C,1.24,3128.73
c82,D,261.64,3390.37
c82,G,6.04,3396.41
c82,D,14.18,3410.59
c82,C,0.26,3410.85
c82,F2,1.48,3412.33
c82,B,4.58,3416.91
c82,C,1.08,3417.99
c82,B,0.92,3418.91
c82,C,3.82,3422.73
c82,D,1.04,3423.77
c82,C,3.38,3427.15
c82,B,4.38,3431.53
c82,C,0.82,3432.35
c82,D,0.44,3432.79
c82,C,0.48,3433.27
c82,D,0.38,3433.65
c82,C,10.64,3444.29
c82,D,1195.52,4639.81
c82,CG,13.06,4652.87
c82,DG,16.34,4669.21
c82,D,9.76,4678.97
c82,DG,2.46,4681.43
c82,D,172.54,4853.97
c82,DG,3.6,4857.57
c82,D,11.18,4868.75
c82,DG,6.4,4875.15
c82,D,11.8,4886.95
c82,DG,1.74,4888.69
c82,D,5.32,4894.01
c82,DG,1.9,4895.91
c82,D,15.64,4911.55
c82,DG,3.84,4915.39
c82,D,3.02,4918.41
c82,DG,2.4,4920.81
c82,D,103.54,5024.35
c82,DG,5.32,5029.67
c82,D,4.64,5034.31
c82,DG,11.8,5046.11
c82,D,7.4,5053.51
c82,DG,55.18,5108.69
c82,D,37.28,5145.97
c82,DG,2.06,5148.03
c82,D,21.24,5169.27
c82,DG,1.4,5170.67
c82,D,31.73,5202.4
c82,DG,11.22,5213.62
c82,D,19.9,5233.52
c82,DG,3.62,5237.14
c82,D,4.46,5241.6
c82,DG,2.02,5243.62
c82,D,13.46,5257.08
c82,DG,3.92,5261
c82,D,4.62,5265.62
c82,DG,12.32,5277.94
c82,D,2.58,5280.52
c82,DG,11.48,5292
c82,Z,140.2,5432.2
c82,G,240.92,5673.12
c82,Z,6582.15,12255.27
c82,P,60.12,12315.39
c82,Z,5.61,12321
c82,P,7.77,12328.77
c82,C,0.6,12329.37
c82,B,0.69,12330.06
c82,C,24.72,12354.78
c82,D,44.61,12399.39
c82,F2,3.06,12402.45
c82,B,4.41,12406.86
c82,C,5.28,12412.14
c82,D,93.78,12505.92
c82,B,2.01,12507.93
c82,D,14.67,12522.6
c82,B,15.51,12538.11
c82,C,1.98,12540.09
c82,B,4.11,12544.2
c82,D,8.64,12552.84
c82,C,2.13,12554.97
c82,D,7.32,12562.29
c82,F2,1.32,12563.61
c82,B,2.61,12566.22
c82,C,1.29,12567.51
c82,D,6.39,12573.9
c82,B,2.55,12576.45
c82,C,1.95,12578.4
c82,D,15.03,12593.43
c82,C,4.05,12597.48
c82,D,12.42,12609.9
c82,C,3.87,12613.77
c82,B,7.5,12621.27
c82,C,1.08,12622.35
c82,D,4.14,12626.49
c82,B,14.19,12640.68
c82,C,1.41,12642.09
c82,D,11.58,12653.67
c82,B,12.69,12666.36
c82,C,1.59,12667.95
c82,B,12.18,12680.13
c82,C,1.95,12682.08
c82,B,4.38,12686.46
c82,C,2.67,12689.13
c82,B,1.29,12690.42
c82,F2,1.83,12692.25
c82,B,4.23,12696.48
c82,C,1.41,12697.89
c82,D,3.15,12701.04
c82,B,38.7,12739.74
c82,C,2.04,12741.78
c82,D,15.36,12757.14
c82,B,23.91,12781.05
c82,CG,3.18,12784.23
c82,D,6.93,12791.16
c82,B,5.76,12796.92
c82,C,2.46,12799.38
c82,B,6.9,12806.28
c82,D,6.96,12813.24
c82,C,5.91,12819.15
c82,D,3.63,12822.78
c82,B,19.98,12842.76
c82,D,3.24,12846
c82,B,16.14,12862.14
c82,D,2.01,12864.15
c82,B,8.64,12872.79
c82,P,10.56,12883.35
c82,B2,3.63,12886.98
c82,B,3.96,12890.94
c82,C,2.91,12893.85
c82,D,18.75,12912.6
c82,G,28.92,12941.52
c82,F2,3.18,12944.7
c82,G,111.36,13056.06
c82,B,2.28,13058.34
c82,C,3.54,13061.88
c82,DG,30.42,13092.3
c82,G,116.4,13208.7
c82,F2,2.16,13210.86
c82,G,9.75,13220.61
c82,C,2.25,13222.86
c82,DG,71.97,13294.83
c82,G,35.04,13329.87
c82,DG,17.52,13347.39
c82,G,12.27,13359.66
c82,B,1.74,13361.4
c82,C,2.13,13363.53
c82,G,37.89,13401.42
c82,F2,2.19,13403.61
c82,G,51.87,13455.48
c82,C,3.51,13458.99
c82,G,13.17,13472.16
c82,C,3.63,13475.79
c82,DG,15.36,13491.15
c82,C,2.4,13493.55
c82,DG,15.21,13508.76
c82,CG,3.18,13511.94
c82,DG,33.15,13545.09
c82,G,112.41,13657.5
c82,C,3.15,13660.65
c82,DG,74.49,13735.14
c82,G,110.01,13845.15
c82,C,2.31,13847.46
c82,DG,309,14156.46
c82,C,135.55,14292.01
c82,B,135.75,14427.76
c82,C,6.03,14433.79
c82,DG,39.69,14473.48
c82,G,39.57,14513.05
c82,C,2.37,14515.42
c82,G,26.04,14541.46
c82,CG,2.1,14543.56
c82,DG,15,14558.56
c82,F2,2.37,14560.93
c82,G,152.34,14713.27
c82,DG,42.39,14755.66
c82,G,248.22,15003.88
c82,P,6.09,15009.97
c82,B2,6.09,15016.06
c82,P,9.48,15025.54
c82,C,3.51,15029.05
c82,B,33.9,15062.95
c82,C,4.74,15067.69
c82,D,13.02,15080.71
c82,F2,5.43,15086.14
c82,B,7.32,15093.46
c82,C,7.86,15101.32
c82,B,13.98,15115.3
c82,C,2.1,15117.4
c82,B,4.56,15121.96
c82,G,228.42,15350.38
c82,P,18.93,15369.31
c82,C,8.07,15377.38
c82,D,24.93,15402.31
c82,F2,2.76,15405.07
c82,G,683.4,16088.47
c82,B,3.87,16092.34
c82,C,6.96,16099.3
c82,D,28.83,16128.13
c82,F2,2.67,16130.8
c82,F3,37.26,16168.06
c82,C,3.27,16171.33
c82,F2,173.07,16344.4
c82,C,11.64,16356.04
c82,D,29.25,16385.29
c82,G,144.9,16530.19
c82,C,3.45,16533.64
c82,DG,20.79,16554.43
c82,G,152.97,16707.4
c82,CG,63.57,16770.97
c82,G,27.6,16798.57
c82,CG,1.98,16800.55
c82,G,7.32,16807.87
c82,CG,2.01,16809.88
c82,G,27.75,16837.63
c82,CG,2.52,16840.15
c82,G,25.41,16865.56
c82,CG,151.56,17017.12
c82,G,102.63,17119.75
c82,CG,493.8,17613.55
c82,F2,4.23,17617.78
c82,G,184.62,17802.4
c82,D,39.51,17841.91
c82,G,74.01,17915.92
c82,DG,201.81,18117.73
c82,CG,6.57,18124.3
c82,DG,56.88,18181.18
c82,CG,44.1,18225.28
c82,DG,387.54,18612.82
c82,CG,3.9,18616.72
c82,DG,453.99,19070.71
c82,G,547.62,19618.33
c82,B,5.91,19624.24
c82,C,2.04,19626.28
c82,DG,15.78,19642.06
c82,B,11.7,19653.76
c82,DG,15.51,19669.27
c82,G,302.91,19972.18
c82,B,7.11,19979.29
c82,C,9.45,19988.74
c82,D,42.93,20031.67
c82,F2,2.67,20034.34
c82,G,158.19,20192.53
c82,P,1.89,20194.42
c82,B2,4.05,20198.47
c82,B,6.99,20205.46
c82,C,9.78,20215.24
c82,B,6.87,20222.11
c82,C,6.15,20228.26
c82,B,23.52,20251.78
c82,C,3.39,20255.17
c82,D,27.18,20282.35
c82,F2,2.28,20284.63
c82,G,70.68,20355.31
c82,B,4.59,20359.9
c82,C,2.13,20362.03
c82,G,52.8,20414.83
c82,C,2.4,20417.23
c82,G,339.33,20756.56
c82,C,5.97,20762.53
c82,DG,180.48,20943.01
c82,D,7.8,20950.81
c82,CG,5.25,20956.06
c82,D,6.18,20962.24
c82,DG,3.21,20965.45
c82,C,3.57,20969.02
c82,D,816.67,21785.69
c82,CG,3.33,21789.02
c82,D,3.63,21792.65
c82,C,0.96,21793.61
c82,D,4.38,21797.99
c82,B,1.41,21799.4
c82,C,2.04,21801.44
c82,D,16.5,21817.94
c82,B,2.13,21820.07
c82,C,3.72,21823.79
c82,D,19.5,21843.29
c82,CG,4.74,21848.03
c82,C,4.32,21852.35
c82,D,25.71,21878.06
c82,G,46.32,21924.38
c82,CG,5.13,21929.51
c82,D,2.1,21931.61
c82,B,9.54,21941.15
c82,C,1.32,21942.47
c82,B,8.31,21950.78
c82,C,1.83,21952.61
c82,DG,11.43,21964.04
c82,B,13.14,21977.18
c82,C,1.32,21978.5
c82,D,4.14,21982.64
c82,B,10.44,21993.08
c82,C,1.2,21994.28
c82,D,12.78,22007.06
c82,CG,2.73,22009.79
c82,C,2.64,22012.43
c82,G,143.19,22155.62
c82,B,8.1,22163.72
c82,CG,1.38,22165.1
c82,C,10.08,22175.18
c82,D,7.35,22182.53
c82,B,11.31,22193.84
c82,G,236.22,22430.06
c82,B,1.83,22431.89
c82,C,6,22437.89
c82,D,22.08,22459.97
c82,C,8.4,22468.37
c82,D,3.03,22471.4
c82,C,17.88,22489.28
c82,D,13.68,22502.96
c82,F2,2.28,22505.24
c82,B,5.46,22510.7
c82,DG,62.46,22573.16
c82,C,3.39,22576.55
c82,G,118.59,22695.14
c82,C,0.99,22696.13
c82,G,198.18,22894.31
c82,B,5.07,22899.38
c82,C,0.09,22899.47
c82,D,11.01,22910.48
c82,B,3.81,22914.29
c82,D,4.8,22919.09
c82,B,0.99,22920.08
c82,F2,2.04,22922.12
c82,B,15.24,22937.36
c82,G,47.34,22984.7
c82,P,14.07,22998.77
c82,G,16.26,23015.03
c82,B,1.77,23016.8
c82,CG,1.56,23018.36
c82,DG,24,23042.36
c82,B,8.55,23050.91
c82,C,3.03,23053.94
c82,DG,13.26,23067.2
c82,G,194.7,23261.9
c82,C,6.39,23268.29
c82,DG,19.92,23288.21
c82,F2,2.91,23291.12
c82,G,34.62,23325.74
c82,P,28.11,23353.85
c82,G,148.29,23502.14
c82,P,9.45,23511.59
c82,C,6.24,23517.83
c82,D,11.82,23529.65
c82,F2,3.45,23533.1
c82,P,15.48,23548.58
c82,C,2.79,23551.37
c82,DG,13.86,23565.23
c82,F2,3.09,23568.32
c82,G,26.19,23594.51
c82,P,3.6,23598.11
c82,G,54.3,23652.41
c82,B,2.46,23654.87
c82,C,2.19,23657.06
c82,DG,26.7,23683.76
c82,F2,2.31,23686.07
c82,G,276.69,23962.76
c82,CG,6.3,23969.06
c82,DG,22.95,23992.01
c82,F2,2.07,23994.08
c82,B,4.77,23998.85
c82,G,96.06,24094.91
c82,C,1.74,24096.65
c82,DG,28.2,24124.85
c82,F2,1.77,24126.62
c82,B,5.28,24131.9
c82,C,1.8,24133.7
c82,DG,38.04,24171.74
c82,G,23.73,24195.47
c82,CG,4.05,24199.52
c82,G,62.49,24262.01
c82,C,3,24265.01
c82,G,53.58,24318.59
c82,B,2.4,24320.99
c82,C,1.23,24322.22
c82,D,12.81,24335.03
c82,F2,2.67,24337.7
c82,B,3.93,24341.63
c82,DG,46.65,24388.28
c82,G,164.49,24552.77
c82,B,3,24555.77
c82,C,1.35,24557.12
c82,DG,27.45,24584.57
c82,B,1.56,24586.13
c82,C,1.44,24587.57
c82,G,142.77,24730.34
c82,B,2.31,24732.65
c82,CG,5.76,24738.41
c82,DG,17.13,24755.54
c82,F2,2.25,24757.79
c82,B,4.59,24762.38
c82,C,2.46,24764.84
c82,G,69.51,24834.35
c82,C,4.2,24838.55
c82,G,122.16,24960.71
c82,C,88.29,25049
c82,G,119.52,25168.52
c82,B,4.17,25172.69
c82,C,2.25,25174.94
c82,G,112.32,25287.26
c82,B,2.16,25289.42
c82,C,1.8,25291.22
c82,D,3.57,25294.79
c82,G,57.63,25352.42
c82,C,1.44,25353.86
c82,D,3.69,25357.55
c82,G,32.55,25390.1
c82,D,8.52,25398.62
c82,DG,65.7,25464.32
c82,C,1.95,25466.27
c82,G,14.37,25480.64
c82,C,0.81,25481.45
c82,DG,11.67,25493.12
c82,G,16.53,25509.65
c82,D,6,25515.65
c82,G,57.66,25573.31
c82,DG,23.13,25596.44
c82,G,572.22,26168.66
c82,B,1.5,26170.16
c82,C,6.06,26176.22
c82,D,32.79,26209.01
c82,F2,2.43,26211.44
c82,DG,65.13,26276.57
c82,G,79.05,26355.62
c82,CG,4.89,26360.51
c82,G,735.3,27095.81
c82,C,3.27,27099.08
c82,DG,25.92,27125
c82,G,25.68,27150.68
c82,C,3.75,27154.43
c82,DG,45.12,27199.55
c82,G,500.64,27700.19
c82,C,4.8,27704.99
c82,G,20.28,27725.27
c82,CG,3.09,27728.36
c82,DG,8.94,27737.3
c82,CG,12.18,27749.48
c82,G,497.67,28247.15
c82,P,25.5,28272.65
c82,C,6.21,28278.86
c82,D,17.58,28296.44
c82,F2,2.31,28298.75
c82,B,2.4,28301.15
c82,P,34.2,28335.35
c82,G,6.9,28342.25
c82,C,1.68,28343.93
c82,DG,46.14,28390.07
c82,G,383.43,28773.5
c82,P,34.68,28808.18
c82,G,1258.83,30067.01
c82,P,33.93,30100.94
c82,B2,4.71,30105.65
c82,P,62.73,30168.38
c82,B2,2.64,30171.02
c82,P,17.49,30188.51
c82,G,5811.63,36000.14
c86,Z,11940.63,11940.63
c86,P,28.47,11969.1
c86,C,5.7,11974.8
c86,D,50.49,12025.29
c86,F2,2.01,12027.3
c86,B,3.24,12030.54
c86,C,1.95,12032.49
c86,D,94.68,12127.17
c86,F2,2.22,12129.39
c86,B,4.65,12134.04
c86,C,1.26,12135.3
c86,DG,39.99,12175.29
c86,C,2.7,12177.99
c86,DG,68.37,12246.36
c86,F2,1.89,12248.25
c86,B,3.09,12251.34
c86,DG,80.79,12332.13
c86,B,4.86,12336.99
c86,DG,368.22,12705.21
c86,B,3.9,12709.11
c86,DG,172.47,12881.58
c86,F2,1.62,12883.2
c86,B,1.8,12885
c86,DG,297.42,13182.42
c86,B,1.89,13184.31
c86,DG,10.77,13195.08
c86,F2,1.17,13196.25
c86,DG,334.11,13530.36
c86,F2,0.87,13531.23
c86,DG,821.76,14352.99
c86,G,365.88,14718.87
c86,DG,194.73,14913.6
c86,B,7.92,14921.52
c86,DG,433.23,15354.75
c86,CG,2.61,15357.36
c86,G,8.64,15366
c86,CG,2.04,15368.04
c86,G,122.46,15490.5
c86,DG,25.29,15515.79
c86,G,719.25,16235.04
c86,DG,309.66,16544.7
c86,G,372.42,16917.12
c86,DG,84.66,17001.78
c86,G,757.17,17758.95
c86,F2,3.39,17762.34
c86,P,41.52,17803.86
c86,C,12.75,17816.61
c86,F2,1.74,17818.35
c86,B,1.92,17820.27
c86,F2,1.98,17822.25
c86,B,24.39,17846.64
c86,C,7.35,17853.99
c86,B,3.81,17857.8
c86,DG,21.96,17879.76
c86,F2,2.16,17881.92
c86,B,3.33,17885.25
c86,DG,35.43,17920.68
c86,F2,2.28,17922.96
c86,DG,58.2,17981.16
c86,B,4.74,17985.9
c86,D,3.36,17989.26
c86,G,50.55,18039.81
c86,DG,40.77,18080.58
c86,F2,2.16,18082.74
c86,B,1.74,18084.48
c86,DG,39.12,18123.6
c86,G,1017.84,19141.44
c86,C,5.76,19147.2
c86,F2,2.37,19149.57
c86,B,4.08,19153.65
c86,DG,118.38,19272.03
c86,F2,2.19,19274.22
c86,G,17.43,19291.65
c86,DG,166.41,19458.06
c86,G,524.58,19982.64
c86,F2,2.4,19985.04
c86,DG,2682.99,22668.03
c86,F2,1.68,22669.71
c86,DG,401.31,23071.02
c86,CG,1.74,23072.76
c86,G,11.58,23084.34
c86,CG,2.07,23086.41
c86,DG,36.51,23122.92
c86,CG,2.07,23124.99
c86,DG,54.9,23179.89
c86,CG,2.13,23182.02
c86,G,767.04,23949.06
c86,CG,3.84,23952.9
c86,DG,712.2,24665.1
c86,CG,2.34,24667.44
c86,G,337.62,25005.06
c86,DG,527.79,25532.85
c86,F2,2.37,25535.22
c86,G,111.24,25646.46
c86,DG,85.44,25731.9
c86,G,336.33,26068.23
c86,DG,439.32,26507.55
c86,G,1194.06,27701.61
c86,CG,1.68,27703.29
c86,D,12.93,27716.22
c86,DG,506.19,28222.41
c86,G,1250.01,29472.42
c86,C,5.67,29478.09
c86,D,14.55,29492.64
c86,F2,1.53,29494.17
c86,B,3.69,29497.86
c86,DG,35.25,29533.11
c86,F2,4.17,29537.28
c86,B,5.58,29542.86
c86,F2,33.42,29576.28
c86,B,2.28,29578.56
c86,DG,105.09,29683.65
c86,F2,1.77,29685.42
c86,B,1.86,29687.28
c86,G,2809.05,32496.33
c86,P,78.12,32574.45
c86,C,11.4,32585.85
c86,B,0.54,32586.39
c86,F2,1.86,32588.25
c86,B,1.77,32590.02
c86,C,5.61,32595.63
c86,D,17.07,32612.7
c86,B,1.17,32613.87
c86,F2,1.41,32615.28
c86,B,2.28,32617.56
c86,C,5.58,32623.14
c86,D,18.57,32641.71
c86,B,0.6,32642.31
c86,F2,1.26,32643.57
c86,B,2.25,32645.82
c86,C,2.43,32648.25
c86,D,21.6,32669.85
c86,F2,1.56,32671.41
c86,B,5.34,32676.75
c86,DG,38.34,32715.09
c86,F2,2.7,32717.79
c86,B,5.1,32722.89
c86,D,31.89,32754.78
c86,F2,1.11,32755.89
c86,B,2.52,32758.41
c86,C,7.5,32765.91
c86,DG,31.02,32796.93
c86,F2,1.65,32798.58
c86,B,2.4,32800.98
c86,DG,12.18,32813.16
c86,F2,1.56,32814.72
c86,B,2.28,32817
c86,DG,114.75,32931.75
c86,F2,2.34,32934.09
c86,B,6.96,32941.05
c86,DG,290.4,33231.45
c86,G,84.03,33315.48
c86,DG,232.77,33548.25
c86,CG,2.46,33550.71
c86,G,64.38,33615.09
c86,DG,133.41,33748.5
c86,CG,11.94,33760.44
c86,D,5.76,33766.2
c86,F2,3.75,33769.95
c86,G,102.54,33872.49
c86,DG,81.09,33953.58
c86,C,9.24,33962.82
c86,DG,107.28,34070.1
c86,F2,3.9,34074
c86,DG,362.07,34436.07
c86,CG,2.73,34438.8
c86,G,17.07,34455.87
c86,CG,2.25,34458.12
c86,DG,71.43,34529.55
c86,CG,1.41,34530.96
c86,DG,209.22,34740.18
c86,F2,1.77,34741.95
c86,B,2.7,34744.65
c86,DG,76.41,34821.06
c86,F2,1.83,34822.89
c86,B,2.94,34825.83
c86,DG,16.59,34842.42
c86,F2,1.71,34844.13
c86,B,1.92,34846.05
c86,DG,203.7,35049.75
c86,G,950.25,36000
d11,Z,294.27,294.27
d11,P,19.26,313.53
d11,G,63.48,377.01
d11,Z,987.03,1364.04
d11,P,21.15,1385.19
d11,B2,3.81,1389
d11,P,14.04,1403.04
d11,B2,4.98,1408.02
d11,P,9.24,1417.26
d11,C,2.22,1419.48
d11,B,2.25,1421.73
d11,C,3.48,1425.21
d11,D,17.82,1443.03
d11,B,4.23,1447.26
d11,B,2.16,1449.42
d11,C,4.74,1454.16
d11,DG,74.16,1528.32
d11,C,2.22,1530.54
d11,DG,13.56,1544.1
d11,C,4.32,1548.42
d11,DG,24.72,1573.14
d11,F2,2.61,1575.75
d11,B,4.89,1580.64
d11,C,1.05,1581.69
d11,DG,133.65,1715.34
d11,Z,67.27,1782.61
d11,P,6.93,1789.54
d11,D,38.61,1828.15
d11,B,3.39,1831.54
d11,C,0.93,1832.47
d11,DG,10.59,1843.06
d11,CG,3.72,1846.78
d11,G,7.08,1853.86
d11,Z,13780.98,15634.84
d11,P,32.34,15667.18
d11,C,6.87,15674.05
d11,D,9.09,15683.14
d11,B,4.29,15687.43
d11,B,7.02,15694.45
d11,C,3.93,15698.38
d11,D,3.21,15701.59
d11,B,0.96,15702.55
d11,D,1.02,15703.57
d11,B,1.38,15704.95
d11,C,1.41,15706.36
d11,DG,26.4,15732.76
d11,B,3.69,15736.45
d11,C,8.73,15745.18
d11,D,6.33,15751.51
d11,C,3.18,15754.69
d11,D,7.95,15762.64
d11,F2,2.7,15765.34
d11,B,7.44,15772.78
d11,C,3.24,15776.02
d11,B2,0.9,15776.92
d11,B,28.62,15805.54
d11,C,0.96,15806.5
d11,B,3.15,15809.65
d11,C,3.84,15813.49
d11,D,24.9,15838.39
d11,B,6.78,15845.17
d11,C,0.78,15845.95
d11,D,16.62,15862.57
d11,B,17.16,15879.73
d11,D,16.26,15895.99
d11,B2,2.64,15898.63
d11,B,7.59,15906.22
d11,G,479.31,16385.53
d11,CG,16.8,16402.33
d11,D,7.41,16409.74
d11,B2,2.37,16412.11
d11,B,9.51,16421.62
d11,C,0.99,16422.61
d11,B,1.35,16423.96
d11,CG,5.07,16429.03
d11,G,760.23,17189.26
d11,CG,17.52,17206.78
d11,F2,1.05,17207.83
d11,B,6.9,17214.73
d11,DG,129.75,17344.48
d11,CG,3.51,17347.99
d11,G,920.4,18268.39
d11,DG,14.46,18282.85
d11,B,7.77,18290.62
d11,DG,16.8,18307.42
d11,G,3456.84,21764.26
d11,CG,8.13,21772.39
d11,D,5.85,21778.24
d11,B,9.15,21787.39
