insectno,waveform,dur,tbf
b02,D,5.88,1956.61
b02,G,3.72,1960.33
b02,D,3.9,1964.23
b02,G,1.11,1965.34
b02,D,2.88,1968.22
b02,F2,3.99,1972.21
b02,D,156.6,2128.81
b02,F2,2.25,2131.06
b02,B,0.87,2131.93
b02,C,0.48,2132.41
b02,D,295.29,2427.7
b02,F2,2.28,2429.98
b02,B,0.99,2430.97
b02,C,0.63,2431.6
b02,D,289.05,2720.65
b02,F2,2.01,2722.66
b02,B,0.99,2723.65
b02,D,153.45,2877.1
b02,F2,1.8,2878.9
b02,B,4.41,2883.31
b02,D,11.01,2894.32
b02,G,3719.55,6613.87
b02,Z,141.81,6755.68
b02,G,3884.14,10639.82
b02,Z,19.26,10659.08
b02,G,213.51,10872.59
b02,Z,70.02,10942.61
b02,G,58.92,11001.53
b02,Z,22.77,11024.3
b02,G,73.86,11098.16
b02,Z,22.26,11120.42
b02,G,6.75,11127.17
b02,Z,12.75,11139.92
b02,G,41.22,11181.14
b02,Z,213.12,11394.26
b02,G,19.77,11414.03
b02,Z,147.81,11561.84
b02,G,183.57,11745.41
b02,Z,45.12,11790.53
b02,G,49.14,11839.67
b02,Z,4.86,11844.53
b02,G,284.28,12128.81
b02,DG,90.03,12218.84
b02,G,237.39,12456.23
b02,Z,24.96,12481.19
b02,G,32.91,12514.1
b02,Z,191.49,12705.59
b02,G,22.65,12728.24
b02,Z,273.93,13002.17
b02,G,5232.03,18234.2
b02,DG,42.69,18276.89
b02,F2,3.63,18280.52
b02,B,2.16,18282.68
b02,D,73.2,18355.88
b02,G,79.44,18435.32
b02,Z,18.93,18454.25
b02,G,5132.07,23586.32
b02,D,27.18,23613.5
b02,F2,3.72,23617.22
b02,B,2.28,23619.5
b02,D,82.26,23701.76
b02,F2,3.51,23705.27
b02,B,4.17,23709.44
b02,D,62.55,23771.99
b02,F2,2.19,23774.18
b02,G,2845.47,26619.65
b02,DG,22.35,26642
b02,F2,2.61,26644.61
b02,B,2.61,26647.22
b02,D,146.58,26793.8
b02,DG,29.76,26823.56
b02,G,2191.71,29015.27
b02,CG,12.87,29028.14
b02,D,37.14,29065.28
b02,DG,52.77,29118.05
b02,G,4293.09,33411.14
b02,CG,16.8,33427.94
b02,D,57.21,33485.15
b02,DG,67.17,33552.32
b02,G,2447.7,36000.02
b03,Z,5583.81,5583.81
b03,P,37.83,5621.64
b03,Z,93.21,5714.85
b03,P,26.88,5741.73
b03,B2,3.9,5745.63
b03,P,27.75,5773.38
b03,Z,15.87,5789.25
b03,P,20.82,5810.07
b03,B2,3.21,5813.28
b03,P,39.72,5853
b03,B2,4.2,5857.2
b03,P,111.63,5968.83
b03,B2,7.38,5976.21
b03,P,124.86,6101.07
b03,B2,4.5,6105.57
b03,P,101.67,6207.24
b03,B2,3.93,6211.17
b03,P,57.36,6268.53
b03,C,4.17,6272.7
b03,D,80.4,6353.1
b03,F2,4.62,6357.72
b03,B,2.07,6359.79
b03,C,1.35,6361.14
b03,D,49.05,6410.19
b03,F2,4.11,6414.3
b03,B,2.61,6416.91
b03,C,1.65,6418.56
b03,D,67.8,6486.36
b03,F2,3.96,6490.32
b03,B,2.58,6492.9
b03,C,1.68,6494.58
b03,D,108,6602.58
b03,F2,3.57,6606.15
b03,B,2.73,6608.88
b03,C,2.31,6611.19
b03,D,110.49,6721.68
b03,F2,3.24,6724.92
b03,B,3.81,6728.73
b03,C,2.28,6731.01
b03,D,53.58,6784.59
b03,F2,3.24,6787.83
b03,B,2.67,6790.5
b03,C,2.79,6793.29
b03,D,169.71,6963
b03,F1,3,6966
b03,F2,1.8,6967.8
b03,F3,5.13,6972.93
b03,F4,4.95,6977.88
b03,B,11.76,6989.64
b03,D,278.19,7267.83
b03,F2,3.66,7271.49
b03,B,2.16,7273.65
b03,C,0.45,7274.1
b03,D,362.76,7636.86
b03,F2,3.99,7640.85
b03,B,8.28,7649.13
b03,C,0.72,7649.85
b03,D,595.41,8245.26
b03,F2,3.33,8248.59
b03,B,2.73,8251.32
b03,D,534.9,8786.22
b03,F2,4.2,8790.42
b03,B,3.96,8794.38
b03,D,902.07,9696.45
b03,F2,4.26,9700.71
b03,B,1.65,9702.36
b03,D,824.01,10526.37
b03,F2,4.65,10531.02
b03,B,2.76,10533.78
b03,D,799.05,11332.83
b03,F2,4.56,11337.39
b03,B,1.83,11339.22
b03,D,827.07,12166.29
b03,F2,3.69,12169.98
b03,B,2.91,12172.89
b03,C,0.84,12173.73
b03,D,437.07,12610.8
b03,F2,3.54,12614.34
b03,B,1.68,12616.02
b03,D,690.99,13307.01
b03,F2,3.93,13310.94
b03,B,2.07,13313.01
b03,C,1.38,13314.39
b03,D,492.3,13806.69
b03,F2,3.87,13810.56
b03,B,6.42,13816.98
b03,D,68.16,13885.14
b03,F2,3.48,13888.62
b03,B,4.83,13893.45
b03,C,0.93,13894.38
b03,D,203.73,14098.11
b03,G,64.77,14162.88
b03,C,0.54,14163.42
b03,D,42.03,14205.45
b03,B,1.86,14207.31
b03,C,0.57,14207.88
b03,D,944.13,15152.01
b03,F2,3.9,15155.91
b03,B,1.98,15157.89
b03,C,0.45,15158.34
b03,D,779.01,15937.35
b03,F2,3.78,15941.13
b03,B,3.06,15944.19
b03,C,0.45,15944.64
b03,D,558.84,16503.48
b03,F2,3.63,16507.11
b03,B,2.55,16509.66
b03,C,0.48,16510.14
b03,D,491.4,17001.54
b03,F2,3.51,17005.05
b03,B,2.13,17007.18
b03,C,1.17,17008.35
b03,D,581.22,17589.57
b03,F2,3.39,17592.96
b03,B,3.36,17596.32
b03,D,746.04,18342.36
b03,F2,4.32,18346.68
b03,B,2.13,18348.81
b03,C,0.75,18349.56
b03,D,629.16,18978.72
b03,F2,3.54,18982.26
b03,B,3.6,18985.86
b03,D,450.72,19436.58
b03,F2,4.08,19440.66
b03,B,3.99,19444.65
b03,C,0.75,19445.4
b03,D,552.48,19997.88
b03,F2,3.09,20000.97
b03,B,4.71,20005.68
b03,C,0.36,20006.04
b03,D,442.2,20448.24
b03,F2,0.9,20449.14
b03,D,165.42,20614.56
b03,F2,3.18,20617.74
b03,B,1.02,20618.76
b03,F2,0.48,20619.24
b03,B,2.07,20621.31
b03,C,0.54,20621.85
b03,D,478.95,21100.8
b03,F2,3.51,21104.31
b03,B,4.41,21108.72
b03,D,284.1,21392.82
b03,B,1.44,21394.26
b03,D,250.83,21645.09
b03,F2,3.66,21648.75
b03,B,4.56,21653.31
b03,D,252.21,21905.52
b03,F2,3.63,21909.15
b03,B,2.52,21911.67
b03,D,400.53,22312.2
b03,C,0.54,22312.74
b03,F2,3.09,22315.83
b03,B,2.64,22318.47
b03,F4,1.44,22319.91
b03,B,2.55,22322.46
b03,C,0.54,22323
b03,D,530.01,22853.01
b03,C,0.63,22853.64
b03,F2,3.03,22856.67
b03,B,5.76,22862.43
b03,C,0.6,22863.03
b03,D,386.97,23250
b03,F2,3.93,23253.93
b03,B,3.63,23257.56
b03,D,170.58,23428.14
b03,F2,4.08,23432.22
b03,B,2.46,23434.68
b03,D,93.6,23528.28
b03,F2,3.84,23532.12
b03,B,1.32,23533.44
b03,Z,12466.56,36000
b04,Z,216.54,216.54
b04,P,14.49,231.03
b04,C,8.82,239.85
b04,D,42.84,282.69
b04,F2,3.51,286.2
b04,B,5.58,291.78
b04,C,9.24,301.02
b04,D,158.19,459.21
b04,F2,3.69,462.9
b04,B,17.13,480.03
b04,C,1.32,481.35
b04,DG,164.67,646.02
b04,C,3.81,649.83
b04,DG,465.3,1115.13
b04,F2,3.72,1118.85
b04,B,13.59,1132.44
b04,D,116.01,1248.45
b04,F2,2.1,1250.55
b04,B,19.11,1269.66
b04,DG,136.29,1405.95
b04,G,1116.51,2522.46
b04,Z,262.59,2785.05
b04,P,22.08,2807.13
b04,G,8.07,2815.2
b04,C,5.88,2821.08
b04,F2,2.85,2823.93
b04,B,6.51,2830.44
b04,C,36.63,2867.07
b04,B,9.75,2876.82
b04,F2,5.79,2882.61
b04,B,13.47,2896.08
b04,C,0.72,2896.8
b04,D,30.3,2927.1
b04,B,4.92,2932.02
b04,D,45.9,2977.92
b04,F2,5.28,2983.2
b04,B,5.91,2989.11
b04,G,1457.31,4446.42
b04,C,13.53,4459.95
b04,G,5.25,4465.2
b04,D,19.47,4484.67
b04,F2,4.26,4488.93
b04,D,42.72,4531.65
b04,G,143.94,4675.59
b04,P,8.79,4684.38
b04,Z,304.44,4988.82
b04,P,45.21,5034.03
b04,G,2705.31,7739.34
b04,Z,168.24,7907.58
b04,P,54.21,7961.79
b04,G,1038.69,9000.48
b04,P,18.27,9018.75
b04,Z,238.95,9257.7
b04,P,17.31,9275.01
b04,C,2.04,9277.05
b04,F2,1.23,9278.28
b04,B,12.03,9290.31
b04,C,4.65,9294.96
b04,D,31.2,9326.16
b04,C,34.41,9360.57
b04,F2,2.58,9363.15
b04,B,11.22,9374.37
b04,C,4.95,9379.32
b04,D,1.62,9380.94
b04,B,2.1,9383.04
b04,C,1.35,9384.39
b04,D,5.16,9389.55
b04,F2,6.99,9396.54
b04,B,8.22,9404.76
b04,D,0.87,9405.63
b04,G,1963.5,11369.13
b04,B,10.53,11379.66
b04,C,36,11415.66
b04,D,5.22,11420.88
b04,C,28.83,11449.71
b04,D,32.61,11482.32
b04,B,2.82,11485.14
b04,D,20.16,11505.3
b04,G,943.56,12448.86
b04,C,7.56,12456.42
b04,B,2.28,12458.7
b04,C,6.03,12464.73
b04,D,8.01,12472.74
b04,B,3.36,12476.1
b04,D,5.64,12481.74
b04,G,89.73,12571.47
b04,Z,936.51,13507.98
b04,P,51.81,13559.79
b04,G,124.71,13684.5
b04,Z,19.83,13704.33
b04,P,12.63,13716.96
b04,Z,33.18,13750.14
b04,P,45.51,13795.65
b04,B2,3.48,13799.13
b04,P,8.76,13807.89
b04,C,4.47,13812.36
b04,D,8.46,13820.82
b04,F2,3.63,13824.45
b04,B,1.98,13826.43
b04,C,2.16,13828.59
b04,D,4.23,13832.82
b04,F1,2.73,13835.55
b04,F2,1.92,13837.47
b04,B,1.17,13838.64
b04,C,2.94,13841.58
b04,B,3.18,13844.76
b04,F2,2.22,13846.98
b04,B,1.56,13848.54
b04,C,1.59,13850.13
b04,D,13.71,13863.84
b04,B,2.25,13866.09
b04,C,1.23,13867.32
b04,F2,2.85,13870.17
b04,B,1.74,13871.91
b04,C,5.1,13877.01
b04,D,4.98,13881.99
b04,C,1.74,13883.73
b04,D,2.76,13886.49
b04,F2,2.13,13888.62
b04,B,2.31,13890.93
b04,C,4.59,13895.52
b04,F2,2.85,13898.37
b04,B,3.51,13901.88
b04,C,0.84,13902.72
b04,F2,3.42,13906.14
b04,B,1.32,13907.46
b04,C,1.98,13909.44
b04,D,37.71,13947.15
b04,F2,4.26,13951.41
b04,B,1.68,13953.09
b04,C,2.61,13955.7
b04,D,53.94,14009.64
b04,F1,2.88,14012.52
b04,F2,2.37,14014.89
b04,F3,3.84,14018.73
b04,F4,4.11,14022.84
b04,B,8.4,14031.24
b04,C,2.64,14033.88
b04,D,44.49,14078.37
b04,C,2.94,14081.31
b04,D,17.43,14098.74
b04,F2,2.46,14101.2
b04,B,1.11,14102.31
b04,C,1.41,14103.72
b04,D,21.6,14125.32
b04,C,2.31,14127.63
b04,D,1.47,14129.1
b04,B,1.05,14130.15
b04,F2,2.31,14132.46
b04,B,1.08,14133.54
b04,C,1.92,14135.46
b04,D,20.79,14156.25
b04,F2,2.46,14158.71
b04,B,2.79,14161.5
b04,C,3.09,14164.59
b04,D,0.63,14165.22
b04,B,0.69,14165.91
b04,C,0.99,14166.9
b04,F2,5.34,14172.24
b04,B,13.08,14185.32
b04,C,1.35,14186.67
b04,D,5.7,14192.37
b04,F2,3.54,14195.91
b04,B,9.45,14205.36
b04,C,1.44,14206.8
b04,D,2.55,14209.35
b04,F2,2.67,14212.02
b04,B,4.53,14216.55
b04,F2,2.85,14219.4
b04,B,2.13,14221.53
b04,C,2.31,14223.84
b04,F2,1.08,14224.92
b04,B,3.99,14228.91
b04,C,1.98,14230.89
b04,D,2.55,14233.44
b04,F2,4.98,14238.42
b04,B,2.4,14240.82
b04,C,1.2,14242.02
b04,F2,2.04,14244.06
b04,B,5.43,14249.49
b04,C,1.86,14251.35
b04,D,158.73,14410.08
b04,F2,3.21,14413.29
b04,B,4.56,14417.85
b04,C,0.48,14418.33
b04,D,145.32,14563.65
b04,F2,3.27,14566.92
b04,B,1.47,14568.39
b04,C,0.96,14569.35
b04,D,185.79,14755.14
b04,C,1.17,14756.31
b04,D,85.74,14842.05
b04,C,1.62,14843.67
b04,D,121.35,14965.02
b04,F2,3.21,14968.23
b04,B,1.05,14969.28
b04,C,1.62,14970.9
b04,D,421.65,15392.55
b04,C,1.62,15394.17
b04,F2,1.98,15396.15
b04,B,1.86,15398.01
b04,C,1.8,15399.81
b04,D,252.42,15652.23
b04,B,6.48,15658.71
b04,C,0.84,15659.55
b04,D,57.12,15716.67
b04,G,576,16292.67
b04,C,52.5,16345.17
b04,P,3.84,16349.01
b04,Z,75.12,16424.13
b04,P,24.3,16448.43
b04,G,1489.95,17938.38
b04,Z,49.2,17987.58
b04,P,18.51,18006.09
b04,C,3.54,18009.63
b04,B,13.08,18022.71
b04,D,7.62,18030.33
b04,B,2.13,18032.46
b04,D,11.55,18044.01
b04,F2,2.76,18046.77
b04,B,5.85,18052.62
b04,C,2.61,18055.23
b04,G,1217.49,19272.72
b04,B,5.19,19277.91
b04,C,3.57,19281.48
b04,B,4.86,19286.34
b04,C,32.4,19318.74
b04,D,5.43,19324.17
b04,F2,2.16,19326.33
b04,B,3.3,19329.63
b04,G,132.36,19461.99
b04,C,5.07,19467.06
b04,G,689.76,20156.82
b04,C,32.85,20189.67
b04,G,25.95,20215.62
b04,C,11.79,20227.41
b04,D,14.04,20241.45
b04,F2,2.25,20243.7
b04,F3,4.38,20248.08
b04,B,6.21,20254.29
b04,C,0.57,20254.86
b04,G,1270.95,21525.81
b04,C,3.18,21528.99
b04,F2,2.55,21531.54
b04,B,1.29,21532.83
b04,C,10.77,21543.6
b04,D,18.33,21561.93
b04,F2,2.7,21564.63
b04,B,3.48,21568.11
b04,C,6.06,21574.17
b04,D,16.35,21590.52
b04,B,2.07,21592.59
b04,C,6.33,21598.92
b04,D,36.6,21635.52
b04,F2,4.23,21639.75
b04,B,2.04,21641.79
b04,C,2.01,21643.8
b04,G,825.84,22469.64
b04,B,3.18,22472.82
b04,D,2.55,22475.37
b04,B,2.22,22477.59
b04,C,16.95,22494.54
b04,D,5.28,22499.82
b04,F2,2.16,22501.98
b04,B,3.81,22505.79
b04,C,17.7,22523.49
b04,B,3,22526.49
b04,C,6.93,22533.42
b04,DG,73.68,22607.1
b04,F2,1.98,22609.08
b04,B,8.79,22617.87
b04,C,6.75,22624.62
b04,G,1506.21,24130.83
b04,F2,1.35,24132.18
b04,F3,1.08,24133.26
b04,F4,1.41,24134.67
b04,C,13.98,24148.65
b04,D,3.54,24152.19
b04,B,4.8,24156.99
b04,C,3.54,24160.53
b04,B,3.72,24164.25
b04,C,18.78,24183.03
b04,DG,39.09,24222.12
b04,G,1043.28,25265.4
b04,C,4.98,25270.38
b04,DG,17.04,25287.42
b04,C,16.95,25304.37
b04,F2,4.56,25308.93
b04,B,9.93,25318.86
b04,C,6.99,25325.85
b04,G,28.8,25354.65
b04,F2,2.01,25356.66
b04,G,1248.9,26605.56
b04,C,5.79,26611.35
b04,D,12.93,26624.28
b04,C,4.83,26629.11
b04,G,22.44,26651.55
b04,F2,4.17,26655.72
b04,B,0.81,26656.53
b04,C,5.49,26662.02
b04,D,82.47,26744.49
b04,B,1.98,26746.47
b04,C,1.68,26748.15
b04,D,45.78,26793.93
b04,F2,3.21,26797.14
b04,B,2.455,26799.595
b04,C,1.385,26800.98
b04,B,0.96,26801.94
b04,F2,3.63,26805.57
b04,B,1.56,26807.13
b04,F4,1.71,26808.84
b04,C,3.75,26812.59
b04,F1,0.51,26813.1
b04,F2,3.03,26816.13
b04,B,3.6,26819.73
b04,F4,0.63,26820.36
b04,D,11.01,26831.37
b04,C,2.6,26833.97
b04,D,72.24,26906.21
b04,F2,4.23,26910.44
b04,B,2.28,26912.72
b04,C,1.11,26913.83
b04,D,84.6,26998.43
b04,F1,3.27,27001.7
b04,F2,2.31,27004.01
b04,F3,6.09,27010.1
b04,F4,3.78,27013.88
b04,B,2.88,27016.76
b04,C,0.66,27017.42
b04,D,15.15,27032.57
b04,C,1.44,27034.01
b04,D,355.47,27389.48
b04,C,2.61,27392.09
b04,F2,3.69,27395.78
b04,B,0.87,27396.65
b04,D,274.86,27671.51
b04,F2,3.45,27674.96
b04,B,6.9,27681.86
b04,C,1.23,27683.09
b04,DG,128.16,27811.25
b04,G,2359.83,30171.08
b04,C,13.56,30184.64
b04,F2,1.17,30185.81
b04,B,2.46,30188.27
b04,B,1.56,30189.83
b04,C,22.83,30212.66
b04,F2,3.54,30216.2
b04,B,0.39,30216.59
b04,G,1008.84,31225.43
b04,C,12.45,31237.88
b04,F2,4.3,31242.18
b04,F4,0.14,31242.32
b04,B,0.93,31243.25
b04,C,0.57,31243.82
b04,F4,1.62,31245.44
b04,C,39.48,31284.92
b04,F2,3.99,31288.91
b04,B,1.11,31290.02
b04,D,29.1,31319.12
b04,G,225.99,31545.11
b04,F2,4.23,31549.34
b04,B,2.95,31552.29
b04,F2,3.5,31555.79
b04,C,17.7,31573.49
b04,DG,47.64,31621.13
b04,G,920.76,32541.89
b04,D,2.16,32544.05
b04,B,3.6,32547.65
b04,CG,77.37,32625.02
b04,D,1.77,32626.79
b04,G,1412.94,34039.73
b04,C,12.03,34051.76
b04,F2,3.21,34054.97
b04,B,1.98,34056.95
b04,C,14.82,34071.77
b04,G,11.19,34082.96
b04,F2,2.64,34085.6
b04,F3,2.52,34088.12
b04,F4,1.65,34089.77
b04,B,1.77,34091.54
b04,C,0.81,34092.35
b04,G,728.22,34820.57
b04,C,0.84,34821.41
b04,G,20.67,34842.08
b04,DG,33.75,34875.83
b04,C,12.69,34888.52
b04,D,13.65,34902.17
b04,F2,3.06,34905.23
b04,G,953.34,35858.57
b04,C,2.55,35861.12
b04,DG,69.63,35930.75
b04,G,74.88,36005.63
b07,Z,1303.92,1303.92
b07,P,25.89,1329.81
b07,Z,765.03,2094.84
b07,P,41.22,2136.06
b07,Z,23.67,2159.73
b07,P,20.22,2179.95
b07,Z,41.19,2221.14
b07,P,36.39,2257.53
b07,Z,189.69,2447.22
b07,P,23.28,2470.5
b07,B2,2.4,2472.9
b07,P,21.21,2494.11
b07,Z,167.34,2661.45
b07,P,7.65,2669.1
b07,C,0.87,2669.97
b07,B,0.81,2670.78
b07,C,0.66,2671.44
b07,P,39.66,2711.1
b07,Z,4.23,2715.33
b07,P,54.27,2769.6
b07,B2,4.41,2774.01
b07,P,47.7,2821.71
b07,B2,4.98,2826.69
b07,P,35.79,2862.48
b07,Z,9.63,2872.11
b07,P,33.21,2905.32
b07,B2,4.14,2909.46
b07,P,15.03,2924.49
b07,Z,15.81,2940.3
b07,P,38.19,2978.49
b07,B2,3.36,2981.85
b07,P,22.65,3004.5
b07,Z,78.27,3082.77
b07,P,45.48,3128.25
b07,B2,4.38,3132.63
b07,P,31.74,3164.37
b07,B2,3.33,3167.7
b07,P,2.37,3170.07
b07,C,21.57,3191.64
b07,D,104.79,3296.43
b07,C,2.25,3298.68
b07,B,1.95,3300.63
b07,C,7.29,3307.92
b07,D,67.62,3375.54
b07,F2,1.53,3377.07
b07,B,12.39,3389.46
b07,C,2.22,3391.68
b07,D,3.36,3395.04
b07,C,2.25,3397.29
b07,D,14.16,3411.45
b07,C,5.94,3417.39
b07,D,2.73,3420.12
b07,C,4.56,3424.68
b07,D,94.47,3519.15
b07,C,502.65,4021.8
b07,D,15.15,4036.95
b07,C,0.99,4037.94
b07,F2,3.6,4041.54
b07,B,8.46,4050
b07,D,5.01,4055.01
b07,B,6,4061.01
b07,D,548.04,4609.05
b07,B,0.96,4610.01
b07,C,0.72,4610.73
b07,D,520.92,5131.65
b07,F2,2.79,5134.44
b07,F3,11.04,5145.48
b07,B,6.57,5152.05
b07,C,0.54,5152.59
b07,D,605.07,5757.66
b07,G,661.44,6419.1
b07,CG,103.17,6522.27
b07,G,738.57,7260.84
b07,DG,46.56,7307.4
b07,F2,2.52,7309.92
b07,G,915,8224.92
b07,C,2.16,8227.08
b07,D,4.23,8231.31
b07,B,2.16,8233.47
b07,D,5.25,8238.72
b07,C,6.84,8245.56
b07,D,29.16,8274.72
b07,F2,2.01,8276.73
b07,F3,5.55,8282.28
b07,B,8.46,8290.74
b07,D,60.75,8351.49
b07,F2,2.52,8354.01
b07,G,1170.42,9524.43
b07,Z,5495.85,15020.28
b07,P,53.19,15073.47
b07,B2,5.79,15079.26
b07,P,46.32,15125.58
b07,B2,4.44,15130.02
b07,P,36.42,15166.44
b07,G,30.75,15197.19
b07,Z,58.02,15255.21
b07,P,14.37,15269.58
b07,G,10.95,15280.53
b07,B2,4.26,15284.79
b07,P,24.96,15309.75
b07,G,11.19,15320.94
b07,Z,48.12,15369.06
b07,P,57.69,15426.75
b07,B2,4.8,15431.55
b07,P,8.85,15440.4
b07,G,35.07,15475.47
b07,Z,41.88,15517.35
b07,P,27.42,15544.77
b07,G,79.92,15624.69
b07,Z,207.78,15832.47
b07,P,15.51,15847.98
b07,B2,2.91,15850.89
b07,P,5.07,15855.96
b07,B2,4.62,15860.58
b07,P,10.29,15870.87
b07,B2,3.33,15874.2
b07,P,66.72,15940.92
b07,B2,4.98,15945.9
b07,P,85.65,16031.55
b07,G,12.33,16043.88
b07,Z,14.79,16058.67
b07,P,22.71,16081.38
b07,G,25.44,16106.82
b07,P,144.72,16251.54
b07,G,8.82,16260.36
b07,Z,9.12,16269.48
b07,P,13.95,16283.43
b07,G,11.01,16294.44
b07,Z,761.72,17056.16
b07,P,33.63,17089.79
b07,B2,4.14,17093.93
b07,P,11.79,17105.72
b07,G,15.21,17120.93
b07,P,12.6,17133.53
b07,G,24.99,17158.52
b07,Z,16.2,17174.72
b07,P,55.53,17230.25
b07,Z,45.96,17276.21
b07,P,22.59,17298.8
b07,Z,246.06,17544.86
b07,P,24.03,17568.89
b07,G,20.04,17588.93
b07,P,16.53,17605.46
b07,G,37.8,17643.26
b07,Z,79.74,17723
b07,P,77.25,17800.25
b07,G,13.59,17813.84
b07,Z,84.75,17898.59
b07,P,41.76,17940.35
b07,G,72.36,18012.71
b07,Z,1135.86,19148.57
b07,P,11.79,19160.36
b07,G,73.26,19233.62
b07,Z,190.68,19424.3
b07,P,61.05,19485.35
b07,Z,16.59,19501.94
b07,P,11.79,19513.73
b07,G,80.28,19594.01
b07,Z,32.31,19626.32
b07,P,14.4,19640.72
b07,G,49.2,19689.92
b07,Z,28.17,19718.09
b07,P,18.99,19737.08
b07,G,7.53,19744.61
b07,B2,3.81,19748.42
b07,P,183.72,19932.14
b07,Z,28.47,19960.61
b07,G,161.73,20122.34
b07,Z,289.32,20411.66
b07,P,205.98,20617.64
b07,Z,1736.28,22353.92
b07,P,129.66,22483.58
b07,G,50.28,22533.86
b07,Z,1178.04,23711.9
b07,P,12.69,23724.59
b07,G,62.58,23787.17
b07,Z,74.67,23861.84
b07,P,85.44,23947.28
b07,G,57.24,24004.52
b07,Z,624.06,24628.58
b07,P,38.22,24666.8
b07,G,76.98,24743.78
b07,Z,11271.27,36015.05
b09,Z,13651.71,13651.71
b09,P,40.77,13692.48
b09,Z,34.68,13727.16
b09,P,10.23,13737.39
b09,Z,327.27,14064.66
b09,P,86.4,14151.06
b09,B2,2.07,14153.13
b09,P,2.7,14155.83
b09,B2,3.09,14158.92
b09,P,16.86,14175.78
b09,Z,44.04,14219.82
b09,P,35.4,14255.22
b09,Z,41.43,14296.65
b09,P,42.72,14339.37
b09,Z,25.86,14365.23
b09,P,77.13,14442.36
b09,Z,136.74,14579.1
b09,P,26.79,14605.89
b09,B2,2.85,14608.74
b09,P,31.86,14640.6
b09,Z,59.4,14700
b09,P,21.72,14721.72
b09,Z,18.87,14740.59
b09,P,19.8,14760.39
b09,C,11.58,14771.97
b09,D,47.79,14819.76
b09,B,0.81,14820.57
b09,F2,2.16,14822.73
b09,B,6.18,14828.91
b09,C,0.72,14829.63
b09,D,87.78,14917.41
b09,F1,3.15,14920.56
b09,F2,4.44,14925
b09,F3,5.19,14930.19
b09,F4,4.44,14934.63
b09,B,7.41,14942.04
b09,C,2.22,14944.26
b09,D,35.79,14980.05
b09,B,1.41,14981.46
b09,D,12.03,14993.49
b09,B,1.35,14994.84
b09,C,1.86,14996.7
b09,D,194.82,15191.52
b09,F1,0.66,15192.18
b09,F2,3.03,15195.21
b09,B,2.34,15197.55
b09,C,0.96,15198.51
b09,D,35.31,15233.82
b09,B,1.89,15235.71
b09,D,209.61,15445.32
b09,B,0.57,15445.89
b09,F2,1.83,15447.72
b09,B,3.06,15450.78
b09,C,0.75,15451.53
b09,D,7.11,15458.64
b09,B,0.51,15459.15
b09,F2,2.76,15461.91
b09,B,11.37,15473.28
b09,C,1.35,15474.63
b09,D,2.79,15477.42
b09,F2,2.85,15480.27
b09,B,2.61,15482.88
b09,F2,1.53,15484.41
b09,B,5.7,15490.11
b09,D,6.36,15496.47
b09,F1,0.93,15497.4
b09,F2,2.82,15500.22
b09,B,5.73,15505.95
b09,C,1.53,15507.48
b09,F2,0.72,15508.2
b09,B,2.88,15511.08
b09,F2,0.54,15511.62
b09,B,13.29,15524.91
b09,C,2.04,15526.95
b09,D,190.83,15717.78
b09,F1,0.66,15718.44
b09,F2,4.77,15723.21
b09,B,3.78,15726.99
b09,F4,0.72,15727.71
b09,B,1.02,15728.73
b09,C,2.28,15731.01
b09,D,37.26,15768.27
b09,F1,0.9,15769.17
b09,F2,5.04,15774.21
b09,B,2.19,15776.4
b09,B,1.44,15777.84
b09,D,243.87,16021.71
b09,F1,1.92,16023.63
b09,F2,3.3,16026.93
b09,B,8.04,16034.97
b09,C,1.47,16036.44
b09,D,302.88,16339.32
b09,F1,2.7,16342.02
b09,F2,3.09,16345.11
b09,F3,9.06,16354.17
b09,F4,4.29,16358.46
b09,B,4.71,16363.17
b09,D,451.53,16814.7
b09,C,0.57,16815.27
b09,F2,2.67,16817.94
b09,B,2.7,16820.64
b09,C,1.35,16821.99
b09,D,329.43,17151.42
b09,F2,1.62,17153.04
b09,B,2.7,17155.74
b09,C,2.22,17157.96
b09,D,144.72,17302.68
b09,F2,2.34,17305.02
b09,F4,0.87,17305.89
b09,F3,1.02,17306.91
b09,C,1.05,17307.96
b09,D,179.88,17487.84
b09,C,0.75,17488.59
b09,F2,2.31,17490.9
b09,B,2.22,17493.12
b09,C,0.81,17493.93
b09,D,177.99,17671.92
b09,F2,1.62,17673.54
b09,D,21,17694.54
b09,F2,2.37,17696.91
b09,B,2.4,17699.31
b09,D,79.89,17779.2
b09,G,210.87,17990.07
b09,Z,18009.96,36000.03
b10,Z,36000.03,36000.03
c01,Z,433.28,433.28
c01,P,21.76,455.04
c01,B2,6.4,461.44
c01,Z,21.76,483.2
c01,P,72.96,556.16
c01,C,2.56,558.72
c01,D,62.08,620.8
c01,Z,104.32,725.12
c01,P,161.92,887.04
c01,Z,1046.72,1933.76
c01,P,176.96,2110.72
c01,C,7.04,2117.76
c01,Z,33909.76,36027.52
c02,Z,36000,36000
c03,Z,36000,36000
c06,Z,112.02,112.02
c06,P,29.31,141.33
c06,G,599.64,740.97
c06,B,0.84,741.81
c06,F2,0.69,742.5
c06,G,1.68,744.18
c06,F1,0.75,744.93
c06,B,0.9,745.83
c06,F2,0.72,746.55
c06,G,252.24,998.79
c06,F1,0.54,999.33
c06,B,1.05,1000.38
c06,F2,0.69,1001.07
